id,additional_description,,,,,,,,,,,,,,,,
1750223,"<p>The CSI EDGE 50 is a compact high-intensity tactical flashlight. Constructed of anodized aircraft grade aluminum, The EDGE outputs 50 lumens with 1 powerful LED. The water-resistant body design also features a steel clip to keep this flashlight handy, or gives you the ability to use as a cap-light for convenient hands-free lighting. The glow-in-the-dark button is positioned in the back so that you can keep constant control of the flashlight while activating the button. Small enough to fit in the palm of your hand, The EDGE shows off its tough side with the aggressive self-defense face. CSI EDGE Small never looked so mean!</p><p>LIGHT<ul><li>High-power 50 lumen LED</li></ul></p><p>LIGHT MODE<ul><li>50 Lumens - 5 Hours / 45 Meters</li></ul></p><p>DESIGN<ul><li>Anodized aircraft-grade aluminum; water and impact-resistant</li><li>Tactical edge</li><li>Steel belt/pocket clip</li></ul></p><p>OPERATION<ul><li>Rear-positioned glow-in-the-dark ON/OFF button</li></ul></p><p>BATTERIES<ul><li>Powered by 1 AA battery (included)</li></ul></p><p>SPECS<ul><li>Length: 3. 75""</li><li>Diameter: 0. 75""</li><li>0. 179 lbs.</li></ul></p>",,,,,,,,,,,,,,,,
1750300,"<p>The CSI EDGE 90 is a compact high-intensity tactical flashlight. Constructed of anodized aircraft grade aluminum, The EDGE outputs 90 lumens with 1 powerful LED. The water-resistant body design also features a steel clip to keep this flashlight handy, or gives you the ability to use as a cap-light for convenient hands-free lighting. The glow-in-the-dark button is positioned in the back so that you can keep constant control of the flashlight while activating the button. Small enough to fit in the palm of your hand, The EDGE shows off its tough side with the aggressive self-defense face. The aggressive face can be removed to have a smooth face. CSI EDGE 90 more powerful light, improved tactical design!</p> <p> LIGHT <ul><li> High-power 90 lumen LED</li></ul></p> <p> LIGHT MODES <ul><li> On: 90 Lumens - 3 Hours / 70 Meters</li> <li> Strobe: 90 Lumens - 5 Hours / 70 Meters</li></ul></p> <p> DESIGN <ul><li> Anodized aircraft-grade aluminum;</li> water and impact-resistant<ul><li> Removable tactical edge</li> <li> Steel belt/pocket clip</li></ul></p> <p> OPERATION <ul><li> Rear-positioned glow-in-the-dark ON/OFF button</li></ul></p> <p> BATTERIES <ul><li> Powered by 1 AA battery (included)</li></ul></p> <p> SPECS <ul><li> Length: 3. 75""</li> <li> Diameter: 0. 75""</li> <li> 0. 179 lbs. </li></ul></p>",,,,,,,,,,,,,,,,
1750178,"<p>The CSI Flashlight Holster is the perfect companion to many NEBO&nbsp;flashlights. Complete with a pocket clip and carabiner, the CSI Flashlight Holster will stay in place. The pouch of the holster is made to stretch to be able to fit all of the NEBO flashlights and most other brands as well. The backing of the holster is reinforced and designed for protection, durability and structural strength. </p> <p> DESIGN <ul><li> Stretchable pouch to ensure a secure fit for your flashlight</li> <li> Belt/Pocket clip allows for easy access</li> <li> Metal carabiner allows you to clip holster on just about anything</li> <li> Reinforced holster backing to ensure protection, durability and structural strength</li></ul></p> <p> SPECS <ul><li> Length: 5. 75""</li> <li> Width: 2""</li> <li> 0. 11 lbs. </li></ul></p> <p> WORKS WITH <ul><li> #5077 / #5633 CSI Tactical</li> <li> #5557, #5581, #5599 &amp; #5610 REDLINE</li> <li> #5947 Zoom</li> <li> #6311 TRANSPORT</li> <li> #6372 / #6436 TWYST Z</li></ul></p>",,,,,,,,,,,,,,,,
1750330,"<p>The ECO LANTERN is a portable, reliable energy-saving lantern with 24 super bright energy efficient white LEDs that guarantee continuous supreme illumination. Requiring no batteries, the ECO LANTERN charges with AC, DC, solar or wind up making it perfect for camping, fishing, hunting, boating, road trips, RVing, power outages, at home use, or any emergency situation. &nbsp;</p><p>LIGHT<ul><li>24 high-power LEDs output 157 lumens</li></ul></p><p>LIGHT MODES<ul><li>157 Lumens - 6 Hours / 8 Meters</li></ul></p><p>DESIGN<ul><li>Water and impact-resistant</li><li>Uses 4 methods of recharging: AC, DC, solar &amp; wind up</li><li>Charging indicator changes from red to green when fully charged</li><li>Folding carry handle</li><li>Top and bottom reflectors</li><li>Wire guard protects LED housing</li><li>Crank handle for wind up</li></ul></p><p>OPERATION<ul><li>Front-positioned ON/OFF button</li></ul></p><p>ACCESSORIES<ul><li>AC and DC adaptors included</li></ul></p><p>SPECS<ul><li>Size: (H) 14"" x (D) 5. 75"" x (W) 5. 75""</li><li>3. 678 lbs.</li></ul></p>",,,,,,,,,,,,,,,,
2972089,"<p>The ECO LANTERN is a portable, reliable energy-saving lantern with 24 super bright energy efficient white LEDs that guarantee continuous supreme illumination. Requiring no batteries, the ECO LANTERN charges with AC, DC, solar or wind up making it perfect for camping, fishing, hunting, boating, road trips, RVing, power outages, at home use, or any emergency situation. &nbsp;</p><p>LIGHT<ul><li>24 high-power LEDs output 157 lumens</li></ul></p><p>LIGHT MODES<ul><li>157 Lumens - 6 Hours / 8 Meters</li></ul></p><p>DESIGN<ul><li>Water and impact-resistant</li><li>Uses 4 methods of recharging:</li><li>AC, DC, solar &amp; wind up</li><li>Charging indicator changes from red to green</li><li>When fully charged</li><li>Folding carry handle</li><li>Top and bottom reflectors</li><li>Wire guard protects LED housing</li><li>Crank handle for wind up</li></ul></p><p>OPERATION<ul><li>Front-positioned ON/OFF button</li></ul></p><p>ACCESSORIES<ul><li>AC and DC adaptors included</li></ul></p><p>SPECS<ul><li>Size: (H) 14"" x (D) 5. 75"" x (W) 5. 75""</li><li>3. 678 lbs.</li></ul></p>",,,,,,,,,,,,,,,,
2972088,"<p>The ECO LANTERN is a portable, reliable energy-saving lantern with 24 super bright energy efficient white LEDs that guarantee continuous supreme illumination. Requiring no batteries, the ECO LANTERN charges with AC, DC, solar or wind up making it perfect for camping, fishing, hunting, boating, road trips, RVing, power outages, at home use, or any emergency situation.</p><p>LIGHT<ul><li>24 high-power LEDs output 157 lumens</li></ul></p><p>LIGHT MODES<ul><li>157 Lumens - 6 Hours / 8 Meters</li></ul></p><p>DESIGN<ul><li>Water and impact-resistant</li><li>Uses 4 methods of recharging:</li><li>AC, DC, solar &amp; wind up</li><li>Charging indicator changes from red to green</li><li>when fully charged</li><li>Folding carry handle</li><li>Top and bottom reflectors</li><li>Wire guard protects LED housing</li><li>Crank handle for wind up</li></ul></p><p>OPERATION<ul><li>Front-positioned ON/OFF button</li></ul></p><p>ACCESSORIES<ul><li>AC and DC adaptors included</li></ul></p><p>SPECS<ul><li>Size: (H) 14"" x (D) 5. 75"" x (W) 5. 75""</li><li>3. 678 lbs.</li></ul></p>",,,,,,,,,,,,,,,,
2972067,"<p>The Larry BOSS, the essential 3-in-1 power work light, features a high-power flashlight, work light and red light. Taking charge of keeping your work space clean, the BOSS is equipped with a recessed 13. 5"" telescopic magnetic grabber, great for picking up lose screws, nails, nuts and bolts. The Larry BOSS also has a powerful magnetic base for hands-free lighting.</p><p>LIGHT<ul><li>High-power 120 lumen LED flashlight</li><li>High-power 400 lumen C&bull;O&bull;B LED work light</li><li>High-power 40 lumen red light</li><li>High-power red hazard flasher</li></ul></p><p>DESIGN<ul><li>Fully dimmable</li><li>Anodized aircraft-grade aluminum; water and impact-resistant</li><li>Powerful magnetic base</li><li>13. 5"" telescoping magnetic grabber</li><li>Rubberized slide release for magnetic grabber</li></ul></p><p>OPERATION<ul><li>Front-positioned, ON/OFF button</li></ul></p><p>BATTERIES<ul><li>Powered by 3 AA batteries (included)</li></ul></p><p>SPECS<ul><li>0. 8 lbs.</li><li>Length: Compacted: 7. 625"" / Extended: 22. 375""</li><li>Width: 1. 1875"" / Depth: 1. 375""</li></ul></p>",,,,,,,,,,,,,,,,
2972049,"<p>The Larry is now BRIGHTER THAN EVER! Now, equipped with new COB LED technology, the Larry C outputs 170 lumens of intense light. The rotating magnetic clip gives you convenient hands-free lighting by attaching to virtually anything. The reinforced plastic body design is water and impact-resistant, making this light basically indestructible. </p> <p> LIGHT <ul><li> High-power 170 lumen COB LED work light</li></ul></p> <p> DESIGN <ul><li> Water and impact-resistant</li> <li> Ergonomic non-slip grip</li> <li> 180&ordm; rotating magnetic clip</li> <li> Protective LED housing</li></ul></p> <p> OPERATION <ul><li> Top-positioned, ON/OFF button</li></ul></p> <p> BATTERIES <ul><li> Powered by 3 AAA batteries (included)</li></ul></p> <p> SPECS <ul><li> Size: (H) 6. 375"" x (W) 0. 55"" x (D) 1. 25""</li> <li> 0. 1870 lbs. </li></ul></p>",,,,,,,,,,,,,,,,
2972053,"<p>The Larry is now BRIGHTER THAN EVER! Now, equipped with new COB LED technology, the Larry C outputs 170 lumens of intense light. The rotating magnetic clip gives you convenient hands-free lighting by attaching to virtually anything. The reinforced plastic body design is water and impact-resistant, making this light basically indestructible. </p> <p> LIGHT <ul><li> High-power 170 lumen COB LED work light</li></ul></p> <p> DESIGN <ul><li> Water and impact-resistant</li> <li> Ergonomic non-slip grip</li> <li> 180&ordm; rotating magnetic clip</li> <li> Protective LED housing</li></ul></p> <p> OPERATION <ul><li> Top-positioned, ON/OFF button</li></ul></p> <p> BATTERIES <ul><li> Powered by 3 AAA batteries (included)</li></ul></p> <p> SPECS <ul><li> Size: (H) 6. 375"" x (W) 0. 55"" x (D) 1. 25""</li> <li> 0. 1870 lbs. </li></ul></p>",,,,,,,,,,,,,,,,
2972052,"<p>The Larry is now BRIGHTER THAN EVER! Now, equipped with new COB LED technology, the Larry C outputs 170 lumens of intense light. The rotating magnetic clip gives you convenient hands-free lighting by attaching to virtually anything. The reinforced plastic body design is water and impact-resistant, making this light basically indestructible. </p> <p> LIGHT <ul><li> High-power 170 lumen COB LED work light</li></ul></p> <p> DESIGN <ul><li> Water and impact-resistant</li> <li> Ergonomic non-slip grip</li> <li> 180&ordm; rotating magnetic clip</li> <li> Protective LED housing</li></ul></p> <p> OPERATION <ul><li> Top-positioned, ON/OFF button</li></ul></p> <p> BATTERIES <ul><li> Powered by 3 AAA batteries (included)</li></ul></p> <p> SPECS <ul><li> Size: (H) 6. 375"" x (W) 0. 55"" x (D) 1. 25""</li> <li> 0. 1870 lbs. </li></ul></p>",,,,,,,,,,,,,,,,
2972051,"<p>The Larry is now BRIGHTER THAN EVER! Now, equipped with new COB LED technology, the Larry C outputs 170 lumens of intense light. The rotating magnetic clip gives you convenient hands-free lighting by attaching to virtually anything. The reinforced plastic body design is water and impact-resistant, making this light basically indestructible. </p> <p> LIGHT <ul><li> High-power 170 lumen COB LED work light</li></ul></p> <p> DESIGN <ul><li> Water and impact-resistant</li> <li> Ergonomic non-slip grip</li> <li> 180&ordm; rotating magnetic clip</li> <li> Protective LED housing</li></ul></p> <p> OPERATION <ul><li> Top-positioned, ON/OFF button</li></ul></p> <p> BATTERIES <ul><li> Powered by 3 AAA batteries (included)</li></ul></p> <p> SPECS <ul><li> Size: (H) 6. 375"" x (W) 0. 55"" x (D) 1. 25""</li> <li> 0. 1870 lbs. </li></ul></p>",,,,,,,,,,,,,,,,
2972050,"<p>The Larry is now BRIGHTER THAN EVER! Now, equipped with new COB LED technology, the Larry C outputs 170 lumens of intense light. The rotating magnetic clip gives you convenient hands-free lighting by attaching to virtually anything. The reinforced plastic body design is water and impact-resistant, making this light basically indestructible. </p> <p> LIGHT <ul><li> High-power 170 lumen COB LED work light</li></ul></p> <p> DESIGN <ul><li> Water and impact-resistant</li> <li> Ergonomic non-slip grip</li> <li> 180&ordm; rotating magnetic clip</li> <li> Protective LED housing</li></ul></p> <p> OPERATION <ul><li> Top-positioned, ON/OFF button</li></ul></p> <p> BATTERIES <ul><li> Powered by 3 AAA batteries (included)</li></ul></p> <p> SPECS <ul><li> Size: (H) 6. 375"" x (W) 0. 55"" x (D) 1. 25""</li> <li> 0. 1870 lbs. </li></ul></p>",,,,,,,,,,,,,,,,
2787040,"<p>The Larry is now BRIGHTER THAN EVER! Now, equipped with new COB LED technology, the Larry C outputs 170 lumens of intense light. The rotating magnetic clip gives you convenient hands-free lighting by attaching to virtually anything. The reinforced plastic body design is water and impact-resistant, making this light basically indestructible. </p> <p> LIGHT <ul><li> High-power 170 lumen COB LED work light</li></ul></p> <p> DESIGN <ul><li> Water and impact-resistant</li> <li> Ergonomic non-slip grip</li> <li> 180&ordm; rotating magnetic clip</li> <li> Protective LED housing</li></ul></p> <p> OPERATION <ul><li> Top-positioned, ON/OFF button</li></ul></p> <p> BATTERIES <ul><li> Powered by 3 AAA batteries (included)</li></ul></p> <p> SPECS <ul><li> Size: (H) 6. 375"" x (W) 0. 55"" x (D) 1. 25""</li> <li> 0. 1870 lbs. </li></ul></p>",,,,,,,,,,,,,,,,
2561766,"<p>The Larry is now BRIGHTER THAN EVER! Now, equipped with new COB LED technology, the Larry C outputs 170 lumens of intense light. The rotating magnetic clip gives you convenient hands-free lighting by attaching to virtually anything. The reinforced plastic body design is water and impact-resistant, making this light basically indestructible. </p> <p> LIGHT <ul><li> High-power 170 lumen COB LED work light</li></ul></p> <p> DESIGN <ul><li> Water and impact-resistant</li> <li> Ergonomic non-slip grip</li> <li> 180&ordm; rotating magnetic clip</li> <li> Protective LED housing</li></ul></p> <p> OPERATION <ul><li> Top-positioned, ON/OFF button</li></ul></p> <p> BATTERIES <ul><li> Powered by 3 AAA batteries (included)</li></ul></p> <p> SPECS <ul><li> Size: (H) 6. 375"" x (W) 0. 55"" x (D) 1. 25""</li> <li> 0. 1870 lbs. </li></ul></p>",,,,,,,,,,,,,,,,
1750315,"<p>The Leather Flashlight Holster is designed to secure your NEBO flashlights. Best fits flashlights 1"" in diameter. Constructed from heavy duty, full-grain leather, this flashlight accessory offers an extra layer of protection. The holster also features a strong steel belt/pocket clip and a snap cover to ensure that your flashlight is kept safe.</p><p>DESIGN<ul><li>Snap cover keeps your flashlight in place</li><li>Steel Belt/Pocket clip allows for easy access</li><li>Pouch is designed to fit all 1"" diameter NEBO flashlights, as well as most other brands</li><li>Leather design ensures protection, &nbsp;durability and structural strength</li></ul></p><p>SPECS<ul><li>(L) 5. 75"" x (W) 1. 75"" x (D) 2""</li><li>0. 11 lbs.</li></ul></p><p>WORKS WITH<ul><li>#5077 / #5633 CSI Tactical</li><li>#5557, #5581, #5599 &amp; #5610 REDLINE</li><li>#6311 TRANSPORT</li></ul></p>",,,,,,,,,,,,,,,,
1750262,"<p>The NEBO 14-in-1 Ultra Socket comes with 7 screwdriver bits and 5 sockets conveniently stored inside the handle. The head of the Ultra Socket tilts a full 180&ordm; and locks at 0&deg;, 45&deg;, and 90&deg;, working perfectly as a nut driver for those hard to reach places. The handle is ergonomically designed to add comfort and grip to improve performance. The Ultra Socket features a reversible ratchet mechanism making it easier to loosen or tighten any bolt. The 14-in-1 Ultra Socket meets and exceeds ANSI standards and is created to withstand more than the normal wear and tear. </p> <p> DESIGN <ul><li> Head tilts and locks at 0&deg;, 45&deg; &amp; 90&deg;</li> <li> Reversible ratchet mechanism</li> <li> Water and impact-resistant</li> <li> Ergonomic reinforced plastic handle</li> <li> Socket adapter</li> <li> Sockets and bits stored inside handle</li></ul></p> <p> SOCKETS <ul><li> SAE: 1/4"", 9/32"", 5/16"", 11/32"", 3/8"" &amp; Socket adapter</li></ul></p> <p> BITS <ul><li> Phillips: P1-P3, Slotted: 3/16"" &amp; 1/4"", Torx: T15 &amp; T20</li></ul></p> <p> SPECS <ul><li> 8. 25"" (L) x 1. 5"" (W)</li> <li> 0. 75 lbs. </li></ul></p>",,,,,,,,,,,,,,,,
1750335,<p>The NEBO 90 Lumen Head Lamp is a powerful and convenient hands-free lighting solution. The head tilts 90&ordm</p>, to direct light exactly where you need it and the adjustable strap provides a sure fit for any size. </p> <p> LIGHT <ul><li> High-power 90 lumen LED</li> <li> 2 red LEDs</li></ul></p> <p> LIGHT MODES <ul><li> White: 90 Lumens - 4 Hours / 100 Meters</li> <li> Red: 8 Lumens - 150 Hours / 3 Meters</li> <li> Red Flash: 8 Lumens - 120 Hours / 3 Meters</li></ul></p> <p> DESIGN <ul><li> Reinforced plastic, water and impact-resistant</li> <li> Head tilts 90&ordm, to direct light where you need it</li> <li> Adjustable head strap</li></ul></p> <p> OPERATION <ul><li> ON/OFF button</li></ul></p> <p> BATTERIES <ul><li> Powered by 3 AAA batteries (included)</li></ul></p> <p> SPECS <ul><li> Size: One size fits all, adjustable fit</li> <li> 0. 225 lbs. </li></ul></p>,,,,,,,,,,,,
2972046,"<p>The NEBO CaseBrite offers more than just protection for your mobile device. The CaseBrite features a high-power, 200 lumen COB flashlight. Designed specifically to not draw from your phone's battery, each CaseBrite&nbsp;is independently powered by an internal, rechargeable lithium-ion battery. </p> <p> LIGHT <ul><li> High-power 200 lumen COB LED</li></ul></p> <p> LIGHT MODES <ul><li> 100% (200 lumens)</li> <li> 10% (20 lumens)&nbsp;</li> <li> Strobe (200 lumens)</li></ul></p> <p> DESIGN <ul><li> Impact-resistant, non-slip rubber case</li> <li> Screen protection lip</li> <li> Fully dimmable</li> <li> Slim 15mm profile</li> <li> Battery life indicator</li></ul></p> <p> OPERATION <ul><li> Rear-positioned, ON/OFF button</li></ul></p> <p> ACCESSORIES <ul><li> USB to Micro USB charging cable (included)</li></ul></p> <p> BATTERIES <ul><li> Internal, rechargeable lithium-ion battery</li> (Recharge time - up to 3 hours)</p>",,,,,,,,,,,,,,,,
2972070,"<p>The NEBO CRYKET is a versatile 3-in-1 LED light, featuring a 240 lumen COB work light, a bright 250 lumen spot light and an intense red light. &nbsp; Its unique swivel design allows the light's head to rotate into a forward-facing light, perfect for various working conditions. The magnetic base and steel clip provide convenient hands-free lighting.</p><p>LIGHT<ul><li>High-power 250 lumen LED spot light</li><li>High-power 240 lumen&nbsp;COB flood light</li><li>High-power 15 lumen&nbsp;COB red light</li></ul></p><p>LIGHT MODES<ul><li>Spot-light (250 lumens) - 3. 5 hours / 113 meters</li><li>&nbsp;COB flood light (240 lumens) - 2. 75 hours / 21 meters</li><li>Red (15 lumens) - 6. 5 hours / 6 meters</li></ul></p><p>DESIGN<ul><li>Fully dimmable</li><li>Anodized aircraft-grade aluminum; &nbsp; water and impact-resistant</li><li>90&ordm; swivel head</li><li>Power memory setting</li><li>Direct-to-red feature</li><li>Steel belt/pocket clip</li><li>Powerful magnetic base</li><li>Rubberized non-slip grip</li></ul></p><p>OPERATION<ul><li>Top-positioned, ON/OFF button</li></ul></p><p>BATTERIES<ul><li>Powered by 4 AAA batteries (included)</li></ul></p><p>SPECS<ul><li>0. 3 lbs.</li><li>(H) 4. 825"" x (W) 1. 625""</li></ul></p>",,,,,,,,,,,,,,,,
2972071,"<p>The NEBO DUO Headlamp is an all-powerful, hands-free lighting solution. The push button on/off button allows you to easily cycle through the FOUR light modes: one white LED (250 Lumens), 2 COB strips (80 Lumens) or 2 RED COB strips in steady or beacon mode. The red LED is a low-signature light, which ensures stealth in the dark, enhances night vision and makes reading in little to no light possible. The light from the 250-lumen power LED has a spot beam distance of 122 meters. Its signature 2 strip COB design fully illuminates your immediate area with its wide flood beam. The DUO Headlamp is tough, reliable, lightweight and completely shock-proof.</p><p>LIGHT<ul><li>High-power 250 lumen LED spot light</li><li>80 lumen&nbsp;COB flood light</li><li>Red 10 lumen&nbsp;COB flood light</li><li>Red beacon light</li></ul></p><p>LIGHT MODES<ul><li>Spot Light (250 lumens) - 3. 5 hours / 122 meters</li><li>COB Flood Light (80 lumens) - 7 hours / 13 meters</li><li>Red COB (10 lumens) - 8 hours / 4 meters</li><li>Red beacon light - 48 hours / visible over 1 mile</li></ul></p><p>DESIGN<ul><li>Fully dimmable</li><li>Water and impact-resistant durable housing</li><li>Power memory setting</li><li>Direct-to-red feature</li></ul></p><p>OPERATION<ul><li>Top-positioned, ON/OFF button</li></ul></p><p>ACCESSORIES<ul><li>Dual adjustable head strap</li></ul></p><p>BATTERIES<ul><li>Powered by 3 AAA batteries (included)</li></ul></p><p>SPECS<ul><li>0. 2 lbs.</li><li>One size fits all</li></ul></p>",,,,,,,,,,,,,,,,
1750329,"<p>The NEBO Flashlight Holster is designed to conveniently secure your NEBO flashlights. Best fits flashlights 1"" in diameter. Constructed from high quality nylon, this flashlight accessory offers solid protection for your flashlight. The holster also features a strong steel belt/pocket clip and a snap cover to ensure that your flashlight is kept safe.</p><p>DESIGN<ul><li>Snap cover keeps your flashlight in place</li><li>Hook and loop closure adds backup protection for snap cover</li><li>Steel Belt/Pocket clip allows for easy access</li><li>Pouch is designed to fit all 1"" diameter NEBO flashlights,</li>as well as most other brands<li>High quality nylon design ensures protection, durability</li>and structural strength</ul></p><p>SPECS<ul><li>(L) 5. 5"" x (W) 2"" x (D) 1. 75""</li><li>0. 1 lbs.</li></ul></p><p>WORKS WITH<ul><li>#5077 / #5633 CSI Tactical</li><li>#5112 CSI LUMA 50</li><li>#5557, #5581, #5599 &amp; #5610 REDLINE</li><li>#5604 / #5614 LUMIERE</li><li>#5947 ZOOM</li><li>#6311 TRANSPORT</li></ul></p>",,,,,,,,,,,,,,,,
2972085,"<p>The NEBO Flashlight Holster is designed to conveniently secure your NEBO flashlights. This holster will securely carry the REDLINE Select flashlight. Constructed from high quality nylon, this flashlight accessory offers solid protection for your flashlight. The holster also features a durable belt loop and a hook and loop closure cover to ensure that your flashlight is kept safe. </p> <p> DESIGN <ul><li> Hook and loop closure adds backup protection for snap cover</li> <li> Belt loop allows for easy access</li> <li> Pouch is designed to fit most NEBO flashlights, as well as most other brands</li> <li> High quality nylon design ensures protection, durability and structural strength</li></ul></p> <p> SPECS <ul><li> (L) 5. 5"" x (W) 2"" x (D) 1. 75""</li> <li> 0. 1 lbs. </li></ul></p> <p> WORKS WITH <ul><li> #5077 / #5633 CSI Tactical</li> <li> #5557, #5581, #5599 &amp; #5610 REDLINE</li> <li> #5620 / #5955 REDLINE Select</li> <li> #5947 ZOOM</li></ul></p>",,,,,,,,,,,,,,,,
2972086,"<p>The NEBO SLYDE Holster is specifically designed to fit the #6156 SLYDE, as well as other flashlights up to 1. 5"" in diameter. This holster is designed for protection, durability and structural strength. This holster also features a steel clip on the back to keep your flashlight is safely kept at your side where you need it most. &nbsp;</p> <p> DESIGN <ul><li> Steel belt/pocket clip</li> <li> Designed specifically for the #6156 SLYDE</li> <li> Compatible with flashlights up to 1. 5"" diameter</li></ul></p> <p> WORKS WITH <ul><li> #5947 ZOOM</li> <li> #6156 / #6383 SLYDE</li> <li> #6525 / #6618 SLYDE+</li></ul></p>",,,,,,,,,,,,,,,,
1750161,"<p>The NEBO Ultra Socket Combination Kit comes with 19 sockets conveniently stored in SAE and Metric trays. The base of the Ultra Socket unscrews to reveal the stored screwdriver bits and magnetic &frac14;"" bit holder. The head of the Ultra Socket tilts and locks at 0&deg;, 45&deg;, and 90&deg;, working perfectly as a nut driver for those hard to reach places. The industrial strength ergonomic rubber handle design adds comfort and grip to improve performance. The Ultra Socket features a reversible ratchet mechanism making it easier to loosen or tighten any bolt. Exceeding ANSI standards, the Ultra Socket is created to withstand more than the normal wear and tear. Ultra Socket and components are all conveniently stored in a 600D Polyester carrying pouch. </p> <p> DESIGN <ul><li> Head tilts and locks at 0&ordm;, 45&ordm; &amp; 90&ordm;</li> <li> Reversible ratchet mechanism</li> <li> Water and impact-resistant</li> <li> Ergonomic rubber handle</li> <li> Magnetic 1/4"" bit holder</li> <li> Screwdriver bits stored inside handle</li></ul></p> <p> SOCKETS <ul><li> Metric: 5mm, 6mm, 7mm, 8mm, 9mm, 10mm, 11mm, 12mm, 13mm</li> <li> SAE: 3/16"", 1/4"", 9/32"", 5/16"", 11/32"", 3/8"", 7/16"", 15/32"", 1/2"", 9/16""</li></ul></p> <p> BITS <ul><li> Phillips: P1-P3, Slotted: 1/8"", 3/16"", 1/4"", Hex: 1/8"", 5/32"", 7/32"" Torx: T15, T20 &amp; T25</li></ul></p> <p> ACCESSORIES <ul><li> 600D Polyester carrying pouch</li></ul></p> <p> SPECS <ul><li> 8. 25"" (L) x 1. 5"" (W)</li> <li> 0. 75 lbs. </li></ul></p>",,,,,,,,,,,,,,,,
2972083,"<p>The newest addition to the Larry lineup is the Larry TILT, equipped with a 120 lumen C <li> O &bull; B LED work light and a 50 lumen flashlight. Using new Smart Touch Power Control, the TILT activates with just a touch. Adaptable for any work environment, the TILT provides hands-free lighting in three different ways: a hanging hook, a 200&ordm; pivoting stand and a magnetic base. Whether you are under the hood, under the sink or just out in the dark, the Larry TILT is the perfect directional pocket work light!</li></ul></p> <p> LIGHT <ul><li> High-power 50 lumen LED flashlight</li> <li> High-power 120 lumen C &bull; O &bull; B LED work light</li></ul></p> <p> 2 LIGHT MODES <ul><li> Top Light (50 lumens) - 3. 5 hours / 27 meters</li> <li> Work Light (120 lumens) - 3 hours / 19 meters</li></ul></p> <p> DESIGN <ul><li> Weather-proof (IPX4) and impact-resistant</li> <li> Fully dimmable</li> <li> Non-slip compact body design</li> <li> Steel belt/pocket clip</li> <li> 200&ordm; pivoting stand</li> <li> Collapsible, hanging hook</li> <li> Powerful magnetic base</li></ul></p> <p> OPERATION <ul><li> Smart Touch Power Control, just touch to activate</li></ul></p> <p> BATTERIES <ul><li> Powered by 2 AAA batteries (included)</li></ul></p> <p> SPECS <ul><li> 0. 15 lbs. </li> <li> (H) 6. 375"" x (W) 1"" x (D) 0. 75""</li></ul></p>",,,,,,,,,,,,,,,,
2972065,"<p>The newest rechargeable REDLINE RC with MagDock. The MagDock is a magnetic charging station that docks and charges your REDLINE. Small enough to fit in the palm of your hand, the REDLINE RC with MagDock is fully equipped with all of the features that make the REDLINE series so popular.</p><p>LIGHT<ul><li>High-power 320 lumen LED</li></ul></p><p>DESIGN<ul><li>4x adjustable zoom</li><li>Anodized aircraft-grade aluminum; water and impact-resistant</li><li>OC Technology</li><li>Convex lens</li><li>Signature Red Ring</li><li>Steel belt/pocket clip</li><li>Ergonomic non-slip grip</li><li>Magnetic base</li><li>Protective LED housing</li><li>Charging indicator light</li></ul></p><p>OPERATION<ul><li>Side-positioned, ON/OFF button</li><li>&nbsp;Run times for each mode:</li>-&nbsp;High: 1 Hour<br>- Medium: 2 Hours<br>- Low: 9 Hours<br>- Strobe: 2 Hours</ul></p><p>ACCESSORIES<ul><li>USB to Micro USB cable included</li><li>Lanyard included</li></ul></p><p>BATTERIES<ul><li>Internal, rechargeable lithium-ion battery (Recharge time - up to 2 hours)</li></ul></p><p>SPECS<ul><li>Length: 3. 5625"" (compacted) / 3. 875"" (extended)</li><li>Diameter: 1. 25""</li><li>0. 25 lbs.</li></ul></p>",,,,,,,,,,,,,,,,
2972092,"<p>The Oil Lantern captures a classic design and technology that has been around since 1850. This 12"" high metal lantern has a wire-guard to protect the glass globe. The fuel tank is 12 oz., which provides 35 hours of burn time on a full tank. The Oil Lantern has a control to adjust the wick height and light output (2 wicks included. ) This lantern can be used indoors to provide light during power outages, or to just add a warm glow to any room. Also perfect for outdoor use as well for camping, hunting or any outdoor recreational activity. </p> <p> DESIGN <ul><li> Metal construction with wire-guarded glass globe</li> <li> Hanging hook</li> <li> 12oz. fuel capacity</li> <li> 35 hours of burn time</li> <li> Adjustable light output</li> <li> Uses kerosene, lamp oil or citronella oil ONLY</li> <li> Child-proof fuel tank cap</li> <li> Available in black and red</li></ul></p> <p> SPECS <ul><li> Height: 12""</li> <li> 1. 233 lbs. </li></ul></p>",,,,,,,,,,,,,,,,
