ID</li></ul>,ADDITIONAL_DESCRIPTION</li></ul>
2785425</li></ul>,"<p>Specifications</p><ul><li>Continuous Rated Torque (Nm):53.7</li><li>Coupling Size for Drawing References:26</li><li>Material Map:steel</li><li>Maximum Speed Clamp Style Hub (RPM):9,500</li><li>Misalignments Angular (deg):3</li><li>Peak Rated Torque (Nm):107.3</li><li>Product Name:Double QD Bushing Hubs</li></ul>"
2785427</li></ul>,"<p>Specifications</p><ul><li>Continuous Torque (Nm):90</li><li>Coupling Size for Drawing References:30</li><li>D (Bolt):M10</li><li>D Torque (Nm):58.00</li><li>Material Map:a1c</li><li>Maximum Misalignments Angular (deg):2.0</li><li>Maximum Speed (RPM):9,500</li><li>Peak Torque (Nm):180</li><li>Product Name:Double Clamp Aluminum A1C Hubs</li><li>Torsional Stiffness (Nm/Rad):20,923</li><li>Torsional Stiffness (in-lb/deg):3,231</li></ul>"
2785428</li></ul>,"<p>Specifications</p><ul><li>Clamped Hub Unit inertia At 1/2 Max Bore (lb-in²):1.67</li><li>Clamped Hub Unit inertia At Max Bore (lb-in²):2.41</li><li>Continuous Rated Torque (Nm):90.4</li><li>Coupling Size for Drawing References:30</li><li>Material Map:aluminum</li><li>Maximum Speed Clamp Style Hub (RPM):8,000</li><li>Misalignments Angular (deg):3</li><li>Peak Rated Torque (Nm):180.8</li><li>Product Name:Double Clamp Aluminum Hubs</li><li>Torsional Stiffness (Nm/Rad):20,923</li><li>Torsional Stiffness (in-lb/deg):3,231</li></ul>"
2785610</li></ul>,"<p>Specifications</p><ul><li>Hub Bore Tolerance Grade:H7</li><li>Polar Moment of Inertia (*10⁻³) (lb-in²):289.51</li><li>Product Name:ETP Classic Keyless Shaft Bushings</li><li>Screws Dim:M8</li><li>Screws No.:8</li><li>Screws Tt (Nm):32.00</li><li>Shaft Tolerance Grade:k6-h8</li><li>Transmittable FA (Nm):74,368</li><li>Transmittable FR (Nm):18,287</li><li>Transmittable T (Nm):11,000</li></ul>"
2785611</li></ul>,"<p>Specifications</p><ul><li>Hub Bore Tolerance Grade:H7</li><li>Polar Moment of Inertia (*10⁻³) (lb-in²):405.79</li><li>Product Name:ETP Classic Keyless Shaft Bushings</li><li>Screws Dim:M8</li><li>Screws No.:8</li><li>Screws Tt (Nm):32.00</li><li>Shaft Tolerance Grade:k6-h8</li><li>Transmittable FA (Nm):81,988</li><li>Transmittable FR (Nm):18,744</li><li>Transmittable T (Nm):12,799</li></ul>"
2785613</li></ul>,"<p>Specifications</p><ul><li>Bore Tolerance Grade:H7</li><li>Polar Moment of Inertia (*10⁻³) (lb-in²):519.69</li><li>Product Name:ETP Express Keyless Shaft Bushings</li><li>Screws Dim:2 x M20</li><li>Screws Tt (Nm):38.99</li><li>Shaft Tolerance Grade:h8</li><li>Transmittable FA (Nm):85,341</li><li>Transmittable FR (Nm):2,957</li><li>Transmittable T (Nm):16,999</li></ul>"
2785614</li></ul>,"<p>Specifications</p><ul><li>Bore Tolerance Grade:H7</li><li>Polar Moment of Inertia (*10⁻³) (lb-in²):18.04</li><li>Product Name:ETP Express Keyless Shaft Bushings</li><li>Screws Dim:M16</li><li>Screws Tt (Nm):21.00</li><li>Shaft Tolerance Grade:h8</li><li>Transmittable FA (Nm):11,581</li><li>Transmittable FR (Nm):853</li><li>Transmittable T (Nm):889</li></ul>"
2785615</li></ul>,"<p>Specifications</p><ul><li>Bore Tolerance Grade:H7</li><li>Polar Moment of Inertia (*10⁻³) (lb-in²):5.93</li><li>Product Name:ETP Express Keyless Shaft Bushings</li><li>Screws Dim:M10</li><li>Screws Tt (Nm):5.00</li><li>Shaft Tolerance Grade:h8</li><li>Transmittable FA (Nm):6,706</li><li>Transmittable FR (Nm):671</li><li>Transmittable T (Nm):430</li></ul>"
2785616</li></ul>,"<p>Specifications</p><ul><li>Bore Tolerance Grade:H7</li><li>Polar Moment of Inertia (*10⁻³) (lb-in²):4.27</li><li>Product Name:ETP Express Keyless Shaft Bushings</li><li>Screws Dim:M10</li><li>Screws Tt (Nm):5.00</li><li>Shaft Tolerance Grade:h8</li><li>Transmittable FA (Nm):4,877</li><li>Transmittable FR (Nm):549</li><li>Transmittable T (Nm):290</li></ul>"
2785617</li></ul>,"<p>Specifications</p><ul><li>Bore Tolerance Grade:H7</li><li>Polar Moment of Inertia (*10⁻³) (lb-in²):37.26</li><li>Product Name:ETP Express Keyless Shaft Bushings</li><li>Screws Dim:M16</li><li>Screws Tt (Nm):21.00</li><li>Shaft Tolerance Grade:h8</li><li>Transmittable FA (Nm):19,201</li><li>Transmittable FR (Nm):1,311</li><li>Transmittable T (Nm):1,900</li></ul>"
2785618</li></ul>,"<p>Specifications</p><ul><li>Bore Tolerance Grade:H7</li><li>Polar Moment of Inertia (*10⁻³) (lb-in²):28.48</li><li>Product Name:ETP Express Keyless Shaft Bushings</li><li>Screws Dim:M16</li><li>Screws Tt (Nm):21.00</li><li>Shaft Tolerance Grade:h8</li><li>Transmittable FA (Nm):15,544</li><li>Transmittable FR (Nm):1,067</li><li>Transmittable T (Nm):1,401</li></ul>"
2785619</li></ul>,"<p>Specifications</p><ul><li>Bore Tolerance Grade:H7</li><li>Polar Moment of Inertia (*10⁻³) (lb-in²):7.59</li><li>Product Name:ETP Express Keyless Shaft Bushings</li><li>Screws Dim:M10</li><li>Screws Tt (Nm):5.00</li><li>Shaft Tolerance Grade:h8</li><li>Transmittable FA (Nm):9,144</li><li>Transmittable FR (Nm):762</li><li>Transmittable T (Nm):640</li></ul>"
2785620</li></ul>,"<p>Specifications</p><ul><li>Bore Tolerance Grade:H7</li><li>Polar Moment of Inertia (*10⁻³) (lb-in²):0.95</li><li>Product Name:ETP Express Keyless Shaft Bushings</li><li>Screws Dim:M10</li><li>Screws Tt (Nm):5.00</li><li>Shaft Tolerance Grade:h7</li><li>Transmittable FA (Nm):1,554</li><li>Transmittable FR (Nm):152</li><li>Transmittable T (Nm):46</li></ul>"
2785621</li></ul>,"<p>Specifications</p><ul><li>Bore Tolerance Grade:H7</li><li>Polar Moment of Inertia (*10⁻³) (lb-in²):8.54</li><li>Product Name:ETP Express Keyless Shaft Bushings</li><li>Screws Dim:M10</li><li>Screws Tt (Nm):5.00</li><li>Shaft Tolerance Grade:h8</li><li>Transmittable FA (Nm):10,057</li><li>Transmittable FR (Nm):792</li><li>Transmittable T (Nm):740</li></ul>"
2785622</li></ul>,"<p>Specifications</p><ul><li>Bore Tolerance Grade:H7</li><li>Polar Moment of Inertia (*10⁻³) (lb-in²):1.42</li><li>Product Name:ETP Express Keyless Shaft Bushings</li><li>Screws Dim:M10</li><li>Screws Tt (Nm):5.00</li><li>Shaft Tolerance Grade:k6-h7</li><li>Transmittable FA (Nm):2,225</li><li>Transmittable FR (Nm):305</li><li>Transmittable T (Nm):85</li></ul>"
2785624</li></ul>,"<p>Specifications</p><ul><li>Bore Tolerance Grade:H7</li><li>Polar Moment of Inertia (*10⁻³) (lb-in²):1.66</li><li>Product Name:ETP Express Keyless Shaft Bushings</li><li>Screws Dim:M10</li><li>Screws Tt (Nm):5.00</li><li>Shaft Tolerance Grade:h8</li><li>Transmittable FA (Nm):2,774</li><li>Transmittable FR (Nm):305</li><li>Transmittable T (Nm):110</li></ul>"
2785625</li></ul>,"<p>Specifications</p><ul><li>Bore Tolerance Grade:H7</li><li>Polar Moment of Inertia (*10⁻³) (lb-in²):88.75</li><li>Product Name:ETP Express Keyless Shaft Bushings</li><li>Screws Dim:M16</li><li>Screws Tt (Nm):21.00</li><li>Shaft Tolerance Grade:h8</li><li>Transmittable FA (Nm):32,003</li><li>Transmittable FR (Nm):1,646</li><li>Transmittable T (Nm):4,000</li></ul>"
2785626</li></ul>,"<p>Specifications</p><ul><li>Bore Tolerance Grade:H7</li><li>Polar Moment of Inertia (*10⁻³) (lb-in²):2.37</li><li>Product Name:ETP Express Keyless Shaft Bushings</li><li>Screws Dim:M10</li><li>Screws Tt (Nm):5.00</li><li>Shaft Tolerance Grade:k6-h7</li><li>Transmittable FA (Nm):2,926</li><li>Transmittable FR (Nm):366</li><li>Transmittable T (Nm):130</li></ul>"
2785627</li></ul>,"<p>Specifications</p><ul><li>Bore Tolerance Grade:H7</li><li>Polar Moment of Inertia (*10⁻³) (lb-in²):2.61</li><li>Product Name:ETP Express Keyless Shaft Bushings</li><li>Screws Dim:M10</li><li>Screws Tt (Nm):5.00</li><li>Shaft Tolerance Grade:k6-h7</li><li>Transmittable FA (Nm):3,962</li><li>Transmittable FR (Nm):427</li><li>Transmittable T (Nm):190</li></ul>"
2785628</li></ul>,"<p>Specifications</p><ul><li>Bore Tolerance Grade:H7</li><li>Polar Moment of Inertia (*10⁻³) (lb-in²):2.85</li><li>Product Name:ETP Express Keyless Shaft Bushings</li><li>Screws Dim:M10</li><li>Screws Tt (Nm):5.00</li><li>Shaft Tolerance Grade:h8</li><li>Transmittable FA (Nm):4,572</li><li>Transmittable FR (Nm):457</li><li>Transmittable T (Nm):230</li></ul>"
2785629</li></ul>,"<p>Specifications</p><ul><li>Bore Tolerance Grade:H7</li><li>Polar Moment of Inertia (*10⁻³) (lb-in²):4.03</li><li>Product Name:ETP Express Keyless Shaft Bushings</li><li>Screws Dim:M10</li><li>Screws Tt (Nm):5.00</li><li>Shaft Tolerance Grade:k6-h7</li><li>Transmittable FA (Nm):4,877</li><li>Transmittable FR (Nm):549</li><li>Transmittable T (Nm):281</li></ul>"
2785631</li></ul>,"<p>Specifications</p><ul><li>Bore Tolerance Grade:H7</li><li>Polar Moment of Inertia (*10⁻³) (lb-in²):1.42</li><li>Product Name:ETP Express Keyless Shaft Bushings</li><li>Screws Dim:M10</li><li>Screws Tt (Nm):5.00</li><li>Shaft Tolerance Grade:h8</li><li>Transmittable FA (Nm):2,225</li><li>Transmittable FR (Nm):305</li><li>Transmittable T (Nm):85</li></ul>"
2785632</li></ul>,"<p>Specifications</p><ul><li>Bore Tolerance Grade:H7</li><li>Polar Moment of Inertia (*10⁻³) (lb-in²):4.51</li><li>Product Name:ETP Express Keyless Shaft Bushings</li><li>Screws Dim:M10</li><li>Screws Tt (Nm):5.00</li><li>Shaft Tolerance Grade:h8</li><li>Transmittable FA (Nm):6,401</li><li>Transmittable FR (Nm):610</li><li>Transmittable T (Nm):380</li></ul>"
2785633</li></ul>,"<p>Specifications</p><ul><li>Bore Tolerance Grade:H7</li><li>Polar Moment of Inertia (*10⁻³) (lb-in²):5.93</li><li>Product Name:ETP Express Keyless Shaft Bushings</li><li>Screws Dim:M10</li><li>Screws Tt (Nm):5.00</li><li>Shaft Tolerance Grade:k6-h7</li><li>Transmittable FA (Nm):6,706</li><li>Transmittable FR (Nm):671</li><li>Transmittable T (Nm):441</li></ul>"
2785518</li></ul>,"<p>Specifications</p><ul><li>Coupling Size for Drawing References:208</li><li>Inertia (Wk2) (lb-in²):0.001</li><li>Material Map:servo</li><li>Max. Cont. Peak Torque (Nm):0.8</li><li>Max. Peak Torque (Nm):1.1</li><li>Maximum Shaft Misalignments Angular (deg):1.000</li><li>Maximum Speed (RPM):10,000</li><li>Product Name:Double Disc Control Flex Couplings</li><li>Torsional Stiffness (Nm/Rad):260</li><li>Torsional Stiffness (in-lb/deg):5</li><li>Torsional Stiffness (in-oz/minute):1.22</li></ul>"
2785519</li></ul>,<p>Specifications</p><ul><li>J (Diameter) (in):0.328</li><li>Overhung Load Capacity (Shaft 1) (N):445</li><li>Overhung Load Capacity (Shaft 2&3) (N):445</li><li>Product Name:Three-Way Right Angle Gearbox</li><li>Ratio:1</li><li>Thrust Load Capacity (All Shaft) (N):890</li></ul>
2785520</li></ul>,"<p>Specifications</p><ul><li>Coupling Size for Drawing References:211</li><li>Inertia (Wk2) (lb-in²):0.008</li><li>Material Map:servo</li><li>Max. Cont. Peak Torque (Nm):1.9</li><li>Max. Peak Torque (Nm):2.7</li><li>Maximum Shaft Misalignments Angular (deg):1.000</li><li>Maximum Speed (RPM):9,000</li><li>Product Name:Double Disc Control Flex Couplings</li><li>Torsional Stiffness (Nm/Rad):570</li><li>Torsional Stiffness (in-lb/deg):10</li><li>Torsional Stiffness (in-oz/minute):2.63</li></ul>"
2785521</li></ul>,"<p>Specifications</p><ul><li>Coupling Size for Drawing References:216</li><li>Inertia (Wk2) (lb-in²):0.039</li><li>Material Map:servo</li><li>Max. Cont. Peak Torque (Nm):6.4</li><li>Max. Peak Torque (Nm):9.2</li><li>Maximum Shaft Misalignments Angular (deg):1.000</li><li>Maximum Speed (RPM):7,000</li><li>Product Name:Double Disc Control Flex Couplings</li><li>Torsional Stiffness (Nm/Rad):1,790</li><li>Torsional Stiffness (in-lb/deg):31</li><li>Torsional Stiffness (in-oz/minute):8.33</li></ul>"
2785522</li></ul>,"<p>Specifications</p><ul><li>Coupling Size for Drawing References:223</li><li>Inertia (Wk2) (lb-in²):0.298</li><li>Material Map:servo</li><li>Max. Cont. Peak Torque (Nm):21.7</li><li>Max. Peak Torque (Nm):31.0</li><li>Maximum Shaft Misalignments Angular (deg):1.000</li><li>Maximum Speed (RPM):5,000</li><li>Product Name:Double Disc Control Flex Couplings</li><li>Torsional Stiffness (Nm/Rad):6,300</li><li>Torsional Stiffness (in-lb/deg):110</li><li>Torsional Stiffness (in-oz/minute):29.41</li></ul>"
2785523</li></ul>,"<p>Specifications</p><ul><li>Coupling Size for Drawing References:231</li><li>Inertia (Wk2) (lb-in²):1.250</li><li>Material Map:servo</li><li>Max. Cont. Peak Torque (Nm):49.1</li><li>Max. Peak Torque (Nm):73.4</li><li>Maximum Shaft Misalignments Angular (deg):1.000</li><li>Maximum Speed (RPM):4,000</li><li>Product Name:Double Disc Control Flex Couplings</li><li>Torsional Stiffness (Nm/Rad):8,600</li><li>Torsional Stiffness (in-lb/deg):150</li><li>Torsional Stiffness (in-oz/minute):40.00</li></ul>"
2785536</li></ul>,"<p>Specifications</p><ul><li>J (Diameter) (in):3/8-16</li><li>Overhung Load Capacity (Shaft 1) (N):445</li><li>Overhung Load Capacity (Shaft 2&3) (N):712</li><li>Product Name:Three-Way Right Angle Gearbox</li><li>Ratio:1</li><li>Thrust Load Capacity (All Shaft) (N):1,423</li></ul>"
2785537</li></ul>,"<p>Specifications</p><ul><li>J (Diameter) (in):3/8-16</li><li>Overhung Load Capacity (Shaft 1) (N):445</li><li>Overhung Load Capacity (Shaft 2&3) (N):712</li><li>Product Name:Three-Way Right Angle Gearbox</li><li>Ratio:2</li><li>Thrust Load Capacity (All Shaft) (N):1,423</li></ul>"
2785538</li></ul>,<p>Specifications</p><ul><li>G:4 3/8 Dia. B/C</li><li>H:(3) 1/2-13 x 3/4</li><li>Minimum Sprocket Size for Chain Size 100:20</li><li>Minimum Sprocket Size for Chain Size 120:18</li><li>Minimum Sprocket Size for Chain Size 25:84</li><li>Minimum Sprocket Size for Chain Size 35:54</li><li>Minimum Sprocket Size for Chain Size 40:39</li><li>Minimum Sprocket Size for Chain Size 41:40</li><li>Minimum Sprocket Size for Chain Size 50:32</li><li>Minimum Sprocket Size for Chain Size 60:27</li><li>Minimum Sprocket Size for Chain Size 80:25</li><li>Product Name:Phas-Lok for QD Bushings</li></ul>
2785539</li></ul>,<p>Specifications</p><ul><li>G:4 3/8 Dia. B/C</li><li>H:(3) 1/2-13 x 3/4</li><li>Minimum Sprocket Size for Chain Size 100:20</li><li>Minimum Sprocket Size for Chain Size 120:18</li><li>Minimum Sprocket Size for Chain Size 25:84</li><li>Minimum Sprocket Size for Chain Size 35:54</li><li>Minimum Sprocket Size for Chain Size 40:39</li><li>Minimum Sprocket Size for Chain Size 41:40</li><li>Minimum Sprocket Size for Chain Size 50:32</li><li>Minimum Sprocket Size for Chain Size 60:27</li><li>Minimum Sprocket Size for Chain Size 80:25</li><li>Product Name:Phas-Lok for Browning Bushings</li></ul>
2785540</li></ul>,<p>Specifications</p><ul><li>Normal Input (H.P.):1/4-1/3</li><li>Product Name:E Model Unidirectional Adjustable Speed Drives</li><li>Speed Range:0-400</li><li>Torque Rating (Nm):1.4</li></ul>
2785542</li></ul>,<p>Specifications</p><ul><li>Normal Input (H.P.):1/4-1/3</li><li>Product Name:E Model Unidirectional Adjustable Speed Drives</li><li>Speed Range:0-400</li><li>Torque Rating (Nm):1.4</li></ul>
2785554</li></ul>,"<p>Specifications</p><ul><li>Hub Bore Tolerance Grade:H7</li><li>Polar Moment of Inertia (*10⁻³) (lb-in²):473.42</li><li>Product Name:ETP Classic Keyless Shaft Bushings</li><li>Screws Dim:M8</li><li>Screws No.:8</li><li>Screws Tt (Nm):32.00</li><li>Shaft Tolerance Grade:k6-h8</li><li>Transmittable FA (Nm):94,484</li><li>Transmittable FR (Nm):18,897</li><li>Transmittable T (Nm):15,498</li></ul>"
2785556</li></ul>,"<p>Specifications</p><ul><li>Hub Bore Tolerance Grade:H7</li><li>Polar Moment of Inertia (*10⁻³) (lb-in²):9.68</li><li>Product Name:ETP Classic Keyless Shaft Bushings</li><li>Screws Dim:M5</li><li>Screws No.:6</li><li>Screws Tt (Nm):8.00</li><li>Shaft Tolerance Grade:k6-h8</li><li>Transmittable FA (Nm):11,185</li><li>Transmittable FR (Nm):6,553</li><li>Transmittable T (Nm):700</li></ul>"
2785557</li></ul>,"<p>Specifications</p><ul><li>Hub Bore Tolerance Grade:H7</li><li>Polar Moment of Inertia (*10⁻³) (lb-in²):4.27</li><li>Product Name:ETP Classic Keyless Shaft Bushings</li><li>Screws Dim:M6</li><li>Screws No.:4</li><li>Screws Tt (Nm):13.02</li><li>Shaft Tolerance Grade:k6-h8</li><li>Transmittable FA (Nm):7,955</li><li>Transmittable FR (Nm):4,968</li><li>Transmittable T (Nm):409</li></ul>"
2785558</li></ul>,"<p>Specifications</p><ul><li>Hub Bore Tolerance Grade:H7</li><li>Polar Moment of Inertia (*10⁻³) (lb-in²):2.66</li><li>Product Name:ETP Classic Keyless Shaft Bushings</li><li>Screws Dim:M5</li><li>Screws No.:4</li><li>Screws Tt (Nm):8.00</li><li>Shaft Tolerance Grade:k6-h8</li><li>Transmittable FA (Nm):5,944</li><li>Transmittable FR (Nm):3,993</li><li>Transmittable T (Nm):281</li></ul>"
2785559</li></ul>,"<p>Specifications</p><ul><li>Hub Bore Tolerance Grade:H7</li><li>Polar Moment of Inertia (*10⁻³) (lb-in²):22.38</li><li>Product Name:ETP Classic Keyless Shaft Bushings</li><li>Screws Dim:M6</li><li>Screws No.:6</li><li>Screws Tt (Nm):13.02</li><li>Shaft Tolerance Grade:k6-h8</li><li>Transmittable FA (Nm):17,952</li><li>Transmittable FR (Nm):9,144</li><li>Transmittable T (Nm):1,449</li></ul>"
2785561</li></ul>,"<p>Specifications</p><ul><li>Hub Bore Tolerance Grade:H7</li><li>Polar Moment of Inertia (*10⁻³) (lb-in²):3.16</li><li>Product Name:ETP Classic Keyless Shaft Bushings</li><li>Screws Dim:M5</li><li>Screws No.:4</li><li>Screws Tt (Nm):8.00</li><li>Shaft Tolerance Grade:k6-h8</li><li>Transmittable FA (Nm):6,858</li><li>Transmittable FR (Nm):4,481</li><li>Transmittable T (Nm):340</li></ul>"
2785562</li></ul>,"<p>Specifications</p><ul><li>Hub Bore Tolerance Grade:H7</li><li>Polar Moment of Inertia (*10⁻³) (lb-in²):15.09</li><li>Product Name:ETP Classic Keyless Shaft Bushings</li><li>Screws Dim:M6</li><li>Screws No.:6</li><li>Screws Tt (Nm):13.02</li><li>Shaft Tolerance Grade:k6-h8</li><li>Transmittable FA (Nm):16,153</li><li>Transmittable FR (Nm):7,925</li><li>Transmittable T (Nm):1,180</li></ul>"
2785563</li></ul>,"<p>Specifications</p><ul><li>Hub Bore Tolerance Grade:H7</li><li>Polar Moment of Inertia (*10⁻³) (lb-in²):5.46</li><li>Product Name:ETP Classic Keyless Shaft Bushings</li><li>Screws Dim:M5</li><li>Screws No.:6</li><li>Screws Tt (Nm):8.00</li><li>Shaft Tolerance Grade:k6-h8</li><li>Transmittable FA (Nm):9,479</li><li>Transmittable FR (Nm):5,486</li><li>Transmittable T (Nm):540</li></ul>"
2785566</li></ul>,"<p>Specifications</p><ul><li>Hub Bore Tolerance Grade:H7</li><li>Polar Moment of Inertia (*10⁻³) (lb-in²):1.57</li><li>Product Name:ETP Classic Keyless Shaft Bushings</li><li>Screws Dim:M5</li><li>Screws No.:4</li><li>Screws Tt (Nm):8.00</li><li>Shaft Tolerance Grade:k6-h8</li><li>Transmittable FA (Nm):4,481</li><li>Transmittable FR (Nm):2,987</li><li>Transmittable T (Nm):175</li></ul>"
2785568</li></ul>,"<p>Specifications</p><ul><li>Hub Bore Tolerance Grade:H7</li><li>Polar Moment of Inertia (*10⁻³) (lb-in²):9.82</li><li>Product Name:ETP Classic Keyless Shaft Bushings</li><li>Screws Dim:M5</li><li>Screws No.:6</li><li>Screws Tt (Nm):8.00</li><li>Shaft Tolerance Grade:k6-h8</li><li>Transmittable FA (Nm):12,558</li><li>Transmittable FR (Nm):7,163</li><li>Transmittable T (Nm):850</li></ul>"
2785569</li></ul>,"<p>Specifications</p><ul><li>Hub Bore Tolerance Grade:H7</li><li>Polar Moment of Inertia (*10⁻³) (lb-in²):6.57</li><li>Product Name:ETP Classic Keyless Shaft Bushings</li><li>Screws Dim:M5</li><li>Screws No.:6</li><li>Screws Tt (Nm):8.00</li><li>Shaft Tolerance Grade:k6-h8</li><li>Transmittable FA (Nm):9,693</li><li>Transmittable FR (Nm):6,096</li><li>Transmittable T (Nm):580</li></ul>"
2785570</li></ul>,"<p>Specifications</p><ul><li>Hub Bore Tolerance Grade:H7</li><li>Polar Moment of Inertia (*10⁻³) (lb-in²):1.07</li><li>Product Name:ETP Classic Keyless Shaft Bushings</li><li>Screws Dim:M5</li><li>Screws No.:3</li><li>Screws Tt (Nm):8.00</li><li>Shaft Tolerance Grade:k6-h8</li><li>Transmittable FA (Nm):3,231</li><li>Transmittable FR (Nm):1,768</li><li>Transmittable T (Nm):100</li></ul>"
2785573</li></ul>,"<p>Specifications</p><ul><li>Hub Bore Tolerance Grade:H7</li><li>Polar Moment of Inertia (*10⁻³) (lb-in²):1.02</li><li>Product Name:ETP Classic Keyless Shaft Bushings</li><li>Screws Dim:M5</li><li>Screws No.:3</li><li>Screws Tt (Nm):8.00</li><li>Shaft Tolerance Grade:k6-h8</li><li>Transmittable FA (Nm):3,810</li><li>Transmittable FR (Nm):2,012</li><li>Transmittable T (Nm):125</li></ul>"
2785574</li></ul>,"<p>Specifications</p><ul><li>Hub Bore Tolerance Grade:H7</li><li>Polar Moment of Inertia (*10⁻³) (lb-in²):65.97</li><li>Product Name:ETP Classic Keyless Shaft Bushings</li><li>Screws Dim:M8</li><li>Screws No.:6</li><li>Screws Tt (Nm):32.00</li><li>Shaft Tolerance Grade:k6-h8</li><li>Transmittable FA (Nm):29,747</li><li>Transmittable FR (Nm):12,648</li><li>Transmittable T (Nm):3,099</li></ul>"
2785575</li></ul>,"<p>Specifications</p><ul><li>Hub Bore Tolerance Grade:H7</li><li>Polar Moment of Inertia (*10⁻³) (lb-in²):130.52</li><li>Product Name:ETP Classic Keyless Shaft Bushings</li><li>Screws Dim:M8</li><li>Screws No.:6</li><li>Screws Tt (Nm):32.00</li><li>Shaft Tolerance Grade:k6-h8</li><li>Transmittable FA (Nm):46,632</li><li>Transmittable FR (Nm):15,391</li><li>Transmittable T (Nm):5,300</li></ul>"
2785576</li></ul>,"<p>Specifications</p><ul><li>Hub Bore Tolerance Grade:H7</li><li>Polar Moment of Inertia (*10⁻³) (lb-in²):1.5</li><li>Product Name:ETP Classic Keyless Shaft Bushings</li><li>Screws Dim:M5</li><li>Screws No.:4</li><li>Screws Tt (Nm):8.00</li><li>Shaft Tolerance Grade:k6-h8</li><li>Transmittable FA (Nm):3,749</li><li>Transmittable FR (Nm):2,499</li><li>Transmittable T (Nm):136</li></ul>"
2785578</li></ul>,"<p>Specifications</p><ul><li>Hub Bore Tolerance Grade:H7</li><li>Polar Moment of Inertia (*10⁻³) (lb-in²):1.57</li><li>Product Name:ETP Classic Keyless Shaft Bushings</li><li>Screws Dim:M5</li><li>Screws No.:4</li><li>Screws Tt (Nm):8.00</li><li>Shaft Tolerance Grade:k6-h8</li><li>Transmittable FA (Nm):5,090</li><li>Transmittable FR (Nm):2,987</li><li>Transmittable T (Nm):201</li></ul>"
2785579</li></ul>,"<p>Specifications</p><ul><li>Hub Bore Tolerance Grade:H7</li><li>Polar Moment of Inertia (*10⁻³) (lb-in²):1.59</li><li>Product Name:ETP Classic Keyless Shaft Bushings</li><li>Screws Dim:M5</li><li>Screws No.:4</li><li>Screws Tt (Nm):8.00</li><li>Shaft Tolerance Grade:k6-h8</li><li>Transmittable FA (Nm):6,096</li><li>Transmittable FR (Nm):3,231</li><li>Transmittable T (Nm):249</li></ul>"
2785581</li></ul>,"<p>Specifications</p><ul><li>Hub Bore Tolerance Grade:H7</li><li>Polar Moment of Inertia (*10⁻³) (lb-in²):2.66</li><li>Product Name:ETP Classic Keyless Shaft Bushings</li><li>Screws Dim:M5</li><li>Screws No.:4</li><li>Screws Tt (Nm):8.00</li><li>Shaft Tolerance Grade:k6-h8</li><li>Transmittable FA (Nm):6,523</li><li>Transmittable FR (Nm):3,993</li><li>Transmittable T (Nm):300</li></ul>"
2785583</li></ul>,"<p>Specifications</p><ul><li>Hub Bore Tolerance Grade:H7</li><li>Polar Moment of Inertia (*10⁻³) (lb-in²):1.07</li><li>Product Name:ETP Classic Keyless Shaft Bushings</li><li>Screws Dim:M5</li><li>Screws No.:3</li><li>Screws Tt (Nm):8.00</li><li>Shaft Tolerance Grade:k6-h8</li><li>Transmittable FA (Nm):2,835</li><li>Transmittable FR (Nm):1,768</li><li>Transmittable T (Nm):88</li></ul>"
2785585</li></ul>,"<p>Specifications</p><ul><li>Hub Bore Tolerance Grade:H7</li><li>Polar Moment of Inertia (*10⁻³) (lb-in²):3.16</li><li>Product Name:ETP Classic Keyless Shaft Bushings</li><li>Screws Dim:M5</li><li>Screws No.:4</li><li>Screws Tt (Nm):8.00</li><li>Shaft Tolerance Grade:k6-h8</li><li>Transmittable FA (Nm):8,534</li><li>Transmittable FR (Nm):4,481</li><li>Transmittable T (Nm):420</li></ul>"
2785587</li></ul>,"<p>Specifications</p><ul><li>Hub Bore Tolerance Grade:H7</li><li>Polar Moment of Inertia (*10⁻³) (lb-in²):4.27</li><li>Product Name:ETP Classic Keyless Shaft Bushings</li><li>Screws Dim:M5</li><li>Screws No.:4</li><li>Screws Tt (Nm):8.00</li><li>Shaft Tolerance Grade:k6-h8</li><li>Transmittable FA (Nm):8,016</li><li>Transmittable FR (Nm):4,968</li><li>Transmittable T (Nm):420</li></ul>"
2785588</li></ul>,"<p>Specifications</p><ul><li>Hub Bore Tolerance Grade:H7</li><li>Polar Moment of Inertia (*10⁻³) (lb-in²):5.46</li><li>Product Name:ETP Classic Keyless Shaft Bushings</li><li>Screws Dim:M5</li><li>Screws No.:6</li><li>Screws Tt (Nm):8.00</li><li>Shaft Tolerance Grade:k6-h8</li><li>Transmittable FA (Nm):11,308</li><li>Transmittable FR (Nm):5,730</li><li>Transmittable T (Nm):649</li></ul>"
2785590</li></ul>,"<p>Specifications</p><ul><li>Hub Bore Tolerance Grade:H7</li><li>Polar Moment of Inertia (*10⁻³) (lb-in²):6.57</li><li>Product Name:ETP Classic Keyless Shaft Bushings</li><li>Screws Dim:M5</li><li>Screws No.:6</li><li>Screws Tt (Nm):8.00</li><li>Shaft Tolerance Grade:k6-h8</li><li>Transmittable FA (Nm):12,040</li><li>Transmittable FR (Nm):6,462</li><li>Transmittable T (Nm):750</li></ul>"
