edit-name,doc-id,product-code,specifications
EN5187,44385,37661,Belt Width (in.):48|48:Choose_Belt_Width_in|Belt Width (mm):1200|1200:Choose_Belt_Width_mm|Weight (lbs):12.6|Weight (kg):5.7|Belt Thickness (in.):1/2-9/16|1/2-9/16:Choose_Belt_Thickness_in|Belt Thickness (mm):13-15|13-15:Choose_Belt_Thickness_mm|Mechanical Fastener Rating (P.I.W.):2000|2000:Choose_Mechanical_Fastener_Rating_PIW|Mechanical Fastener Rating (kN/m):350|350:Choose_Mechanical_Fastener_Rating_kNm|Minimum Pulley Diameter (in.):20|20:Choose_Minimum_Pulley_Diameter_in|Minimum Pulley Diameter (mm):500|500:Choose_Minimum_Pulley_Diameter_mm|Fastener Material:Steel|Steel:Choose_Fastener_Material|Hinge Pin Included:No|Staple Length:Standard
EN5188,44416,37662,Belt Width (in.):54|54:Choose_Belt_Width_in|Belt Width (mm):1400|1400:Choose_Belt_Width_mm|Weight (lbs):14.8|Weight (kg):6.7|Belt Thickness (in.):1/2-9/16|1/2-9/16:Choose_Belt_Thickness_in|Belt Thickness (mm):13-15|13-15:Choose_Belt_Thickness_mm|Mechanical Fastener Rating (P.I.W.):2000|2000:Choose_Mechanical_Fastener_Rating_PIW|Mechanical Fastener Rating (kN/m):350|350:Choose_Mechanical_Fastener_Rating_kNm|Minimum Pulley Diameter (in.):20|20:Choose_Minimum_Pulley_Diameter_in|Minimum Pulley Diameter (mm):500|500:Choose_Minimum_Pulley_Diameter_mm|Fastener Material:Steel|Steel:Choose_Fastener_Material|Hinge Pin Included:No|Staple Length:Standard
EN5189,44417,37663,Belt Width (in.):60|60:Choose_Belt_Width_in|Belt Width (mm):1600|1600:Choose_Belt_Width_mm|Weight (lbs):16.8|Weight (kg):7.6|Belt Thickness (in.):1/2-9/16|1/2-9/16:Choose_Belt_Thickness_in|Belt Thickness (mm):13-15|13-15:Choose_Belt_Thickness_mm|Mechanical Fastener Rating (P.I.W.):2000|2000:Choose_Mechanical_Fastener_Rating_PIW|Mechanical Fastener Rating (kN/m):350|350:Choose_Mechanical_Fastener_Rating_kNm|Minimum Pulley Diameter (in.):20|20:Choose_Minimum_Pulley_Diameter_in|Minimum Pulley Diameter (mm):500|500:Choose_Minimum_Pulley_Diameter_mm|Fastener Material:Steel|Steel:Choose_Fastener_Material|Hinge Pin Included:No|Staple Length:Standard
EN5190,44418,37664,Belt Width (in.):72|72:Choose_Belt_Width_in|Belt Width (mm):1800|1800:Choose_Belt_Width_mm|Weight (lbs):18.8|Weight (kg):8.5|Belt Thickness (in.):1/2-9/16|1/2-9/16:Choose_Belt_Thickness_in|Belt Thickness (mm):13-15|13-15:Choose_Belt_Thickness_mm|Mechanical Fastener Rating (P.I.W.):2000|2000:Choose_Mechanical_Fastener_Rating_PIW|Mechanical Fastener Rating (kN/m):350|350:Choose_Mechanical_Fastener_Rating_kNm|Minimum Pulley Diameter (in.):20|20:Choose_Minimum_Pulley_Diameter_in|Minimum Pulley Diameter (mm):500|500:Choose_Minimum_Pulley_Diameter_mm|Fastener Material:Steel|Steel:Choose_Fastener_Material|Hinge Pin Included:No|Staple Length:Standard
EN5191,44419,37665,Belt Width (in.):42|42:Choose_Belt_Width_in|Belt Width (mm):1000|1000:Choose_Belt_Width_mm|Weight (lbs):10.6|Weight (kg):4.8|Belt Thickness (in.):1/2-9/16|1/2-9/16:Choose_Belt_Thickness_in|Belt Thickness (mm):13-15|13-15:Choose_Belt_Thickness_mm|Mechanical Fastener Rating (P.I.W.):2000|2000:Choose_Mechanical_Fastener_Rating_PIW|Mechanical Fastener Rating (kN/m):350|350:Choose_Mechanical_Fastener_Rating_kNm|Minimum Pulley Diameter (in.):20|20:Choose_Minimum_Pulley_Diameter_in|Minimum Pulley Diameter (mm):500|500:Choose_Minimum_Pulley_Diameter_mm|Fastener Material:Stainless|Stainless:Choose_Fastener_Material|Hinge Pin Included:No|Staple Length:Standard
EN5192,44420,37666,Belt Width (in.):48|48:Choose_Belt_Width_in|Belt Width (mm):1200|1200:Choose_Belt_Width_mm|Weight (lbs):12.6|Weight (kg):5.7|Belt Thickness (in.):1/2-9/16|1/2-9/16:Choose_Belt_Thickness_in|Belt Thickness (mm):13-15|13-15:Choose_Belt_Thickness_mm|Mechanical Fastener Rating (P.I.W.):2000|2000:Choose_Mechanical_Fastener_Rating_PIW|Mechanical Fastener Rating (kN/m):350|350:Choose_Mechanical_Fastener_Rating_kNm|Minimum Pulley Diameter (in.):20|20:Choose_Minimum_Pulley_Diameter_in|Minimum Pulley Diameter (mm):500|500:Choose_Minimum_Pulley_Diameter_mm|Fastener Material:Stainless|Stainless:Choose_Fastener_Material|Hinge Pin Included:No|Staple Length:Standard
EN5142,44421,4385,For Patch Width (in.):1.38|For Patch Width (mm):35|Hinge Pin Material:Corrugated Perlon|100 pins per package:Choose_Hinge_Pin_Material|HINGE PINS IN COILS
EN5143,44422,4386,For Patch Width (in.):1.57|For Patch Width (mm):40|Hinge Pin Material:Corrugated Perlon|100 pins per package:Choose_Hinge_Pin_Material|HINGE PINS IN COILS
EN5144,44423,4387,For Patch Width (in.):1.89|For Patch Width (mm):48|Hinge Pin Material:Corrugated Perlon|100 pins per package:Choose_Hinge_Pin_Material|HINGE PINS IN COILS
EN5145,44424,4388,For Patch Width (in.):1.97|For Patch Width (mm):50|Hinge Pin Material:Corrugated Perlon|100 pins per package:Choose_Hinge_Pin_Material|HINGE PINS IN COILS
EN5146,44425,4389,For Patch Width (in.):2.24|For Patch Width (mm):57|Hinge Pin Material:Corrugated Perlon|100 pins per package:Choose_Hinge_Pin_Material|HINGE PINS IN COILS
EN5147,44456,4390,For Patch Width (in.):2.48|For Patch Width (mm):63|Hinge Pin Material:Corrugated Perlon|100 pins per package:Choose_Hinge_Pin_Material|HINGE PINS IN COILS
EN5148,44457,4391,For Patch Width (in.):2.95|For Patch Width (mm):75|Hinge Pin Material:Corrugated Perlon|100 pins per package:Choose_Hinge_Pin_Material|HINGE PINS IN COILS
EN5149,44458,4392,For Patch Width (in.):3.54|For Patch Width (mm):90|Hinge Pin Material:Corrugated Perlon|50 pins per package:Choose_Hinge_Pin_Material|HINGE PINS IN COILS
EN5150,44459,4393,For Patch Width (in.):3.94|For Patch Width (mm):100|Hinge Pin Material:Corrugated Perlon|50 pins per package:Choose_Hinge_Pin_Material|HINGE PINS IN COILS
EN5151,44460,4394,For Patch Width (in.):4.53|For Patch Width (mm):115|Hinge Pin Material:Corrugated Perlon|50 pins per package:Choose_Hinge_Pin_Material|HINGE PINS IN COILS
EN5200,44477,1853,Weight (lbs):1.1|Hook Size:3 - 4.5|Weight (kg):.5|Minimum Pulley Diameter (in.):4|4:Choose_Minimum_Pulley_Diameter_in|Minimum Pulley Diameter (mm):100|100:Choose_Minimum_Pulley_Diameter_mm|Fastener Material:Galvanized|Galvanized:Choose_Fastener_Material|Hook Style:Carded|Carded:Choose_Hook_Style|Hooks Per Card or Strip:26|Hinge Pin Included:Yes|Cards or Strips per Box:8|Belt Thickness (in.):1/4-9/32|1/4-9/32:Choose_Belt_Thickness_in|Belt Thickness (mm):6.4-7.1|6.4-7.1:Choose_Belt_Thickness_mm|Belt Width (in.):4|4:Choose_Belt_Width_in|Belt Width (mm):102|102:Choose_Belt_Width_mm|Pins Per Box:4
EN5201,44478,1854,Weight (lbs):1.1|Hook Size:3 - 4.5|Weight (kg):.5|Minimum Pulley Diameter (in.):4|4:Choose_Minimum_Pulley_Diameter_in|Minimum Pulley Diameter (mm):100|100:Choose_Minimum_Pulley_Diameter_mm|Fastener Material:Galvanized|Galvanized:Choose_Fastener_Material|Hook Style:Carded|Carded:Choose_Hook_Style|Hooks Per Card or Strip:42|Hinge Pin Included:Yes|Cards or Strips per Box:4|Belt Thickness (in.):1/4-9/32|1/4-9/32:Choose_Belt_Thickness_in|Belt Thickness (mm):6.4-7.1|6.4-7.1:Choose_Belt_Thickness_mm|Belt Width (in.):6.5|6.5:Choose_Belt_Width_in|Belt Width (mm):165|165:Choose_Belt_Width_mm|Pins Per Box:2
EN5202,44479,2209,Weight (lbs):1.3|Hook Size:3 - 4.5|Weight (kg):.59|Minimum Pulley Diameter (in.):4|4:Choose_Minimum_Pulley_Diameter_in|Minimum Pulley Diameter (mm):100|100:Choose_Minimum_Pulley_Diameter_mm|Fastener Material:Galvanized|Galvanized:Choose_Fastener_Material|Hook Style:Carded|Carded:Choose_Hook_Style|Hooks Per Card or Strip:67|Hinge Pin Included:Yes|Cards or Strips per Box:10|Belt Thickness (in.):1/4-9/32|1/4-9/32:Choose_Belt_Thickness_in|Belt Thickness (mm):6.4-7.1|6.4-7.1:Choose_Belt_Thickness_mm|Belt Width (in.):10|10:Choose_Belt_Width_in|Belt Width (mm):254|254:Choose_Belt_Width_mm|Pins Per Box:0
EN5198,44480,1848,Weight (lbs):1.1|Hook Size:4.5|Weight (kg):.5|Minimum Pulley Diameter (in.):4|4:Choose_Minimum_Pulley_Diameter_in|Minimum Pulley Diameter (mm):100|100:Choose_Minimum_Pulley_Diameter_mm|Fastener Material:Rectangular High Tensile|Rectangular High Tensile:Choose_Fastener_Material|Hook Style:Carded|Carded:Choose_Hook_Style|Hooks Per Card or Strip:45|Hinge Pin Included:Yes|Cards or Strips per Box:4|Belt Thickness (in.):3/16-7/32|3/16-7/32:Choose_Belt_Thickness_in|Belt Thickness (mm):4.8-5.6|4.8-5.6:Choose_Belt_Thickness_mm|Belt Width (in.):7|7:Choose_Belt_Width_in|Belt Width (mm):178|178:Choose_Belt_Width_mm|Pins Per Box:2
EN5199,44481,1849,Weight (lbs):1.1|Hook Size:4.5 - 4 Point|Weight (kg):.5|Minimum Pulley Diameter (in.):4|4:Choose_Minimum_Pulley_Diameter_in|Minimum Pulley Diameter (mm):100|100:Choose_Minimum_Pulley_Diameter_mm|Fastener Material:Rectangular High Tensile|Rectangular High Tensile:Choose_Fastener_Material|Hook Style:Carded|Carded:Choose_Hook_Style|Hooks Per Card or Strip:42|Hinge Pin Included:Yes|Cards or Strips per Box:4|Belt Thickness (in.):7/32-1/4|7/32-1/4:Choose_Belt_Thickness_in|Belt Thickness (mm):5.6-6.4|5.6-6.4:Choose_Belt_Thickness_mm|Belt Width (in.):6.5|6.5:Choose_Belt_Width_in|Belt Width (mm):165|165:Choose_Belt_Width_mm|Pins Per Box:2
EN5196,44482,1846,Weight (lbs):1.1|Hook Size:4.5|Weight (kg):.5|Minimum Pulley Diameter (in.):4|4:Choose_Minimum_Pulley_Diameter_in|Minimum Pulley Diameter (mm):100|100:Choose_Minimum_Pulley_Diameter_mm|Fastener Material:Rectangular High Tensile|Rectangular High Tensile:Choose_Fastener_Material|Hook Style:Carded|Carded:Choose_Hook_Style|Hooks Per Card or Strip:41|Hinge Pin Included:Yes|Cards or Strips per Box:4|Belt Thickness (in.):1/4-9/32|1/4-9/32:Choose_Belt_Thickness_in|Belt Thickness (mm):6.4-7.1|6.4-7.1:Choose_Belt_Thickness_mm|Belt Width (in.):6.5|6.5:Choose_Belt_Width_in|Belt Width (mm):165|165:Choose_Belt_Width_mm|Pins Per Box:2
EN5197,44483,1847,Weight (lbs):1.1|Hook Size:4.5 - 3 Point|Weight (kg):.5|Minimum Pulley Diameter (in.):4|4:Choose_Minimum_Pulley_Diameter_in|Minimum Pulley Diameter (mm):100|100:Choose_Minimum_Pulley_Diameter_mm|Fastener Material:Rectangular High Tensile|Rectangular High Tensile:Choose_Fastener_Material|Hook Style:Carded|Carded:Choose_Hook_Style|Hooks Per Card or Strip:45|Hinge Pin Included:Yes|Cards or Strips per Box:4|Belt Thickness (in.):1/4-9/32|1/4-9/32:Choose_Belt_Thickness_in|Belt Thickness (mm):6.4-7.1|6.4-7.1:Choose_Belt_Thickness_mm|Belt Width (in.):7|7:Choose_Belt_Width_in|Belt Width (mm):178|178:Choose_Belt_Width_mm|Pins Per Box:2
EN5234,44484,8006,"Compatible With:300 - 1500|Country:USA|Power:1ph 230V, 60HZ|Description:Cord Only"
EN5236,44485,8036,"Compatible With:300 - 1500|Power:1ph 230V, 60HZ|Description:Cord with 6-30 plug"
EN5235,44513,8037,"Compatible With:300 - 1500|Power:1ph 230V, 60HZ|Description:Cord with L6-30 plug"
EN5237,44514,8005,"Compatible With:300 - 1500|Power:3ph 230V, 60HZ|Description:Cord Only"
EN5238,44515,8038,"Compatible With:300 - 1500|Power:3ph 230V, 60HZ|Description:Cord with L15-20 plug"
EN5239,44516,8039,"Compatible With:300 - 1500|Power:3ph 230V, 60HZ|Description:Cord with L15-30 plug"
EN5240,44517,8007,"Compatible With:300 - 1500|Power:3ph 400V, 50HZ|Description:Cord with IEC4/3-16 plug"
EN5241,44518,8008,"Compatible With:300 - 1500|Power:3ph 460V, 60HZ|Description:Cord Only"
EN5242,44519,8040,"Compatible With:300 - 1500|Power:3ph 460V, 60HZ|Description:Cord with L16-20 plug"
EN5243,44520,8041,"Compatible With:300 - 1500|Power:3ph 460V, 60HZ|Description:Cord with L16-30 plug"
EN5232,44522,9015,"Compatible With:625, 925, 1225|Weight (kg):1.81|Weight (lbs):4|Description:Power Cable for Aero Workshop Stand"
EN5204,44553,8103,Compatible With:Aero 300|Description:Press Cloth|Thickness (in.):.02|.02:Choose_Thickness_in|Thickness (mm):.5|.5:Choose_Thickness_mm|Length (mm):300|Length (in.):12
EN5210,44554,9360,Compatible With:Aero 1225|Description:Press Cloth|Thickness (in.):.02|Thickness (mm):.5|Length (mm):1225|Length (in.):48
EN5211,44555,9361,Compatible With:Aero 1525|Description:Press Cloth|Thickness (in.):.02|Thickness (mm):.5|Length (mm):1525|Length (in.):60
EN5212,44556,9362,Compatible With:Aero 1835|Description:Press Cloth|Thickness (in.):.02|Thickness (mm):.5|Length (mm):1835|Length (in.):72
EN5213,44557,9363,Compatible With:Aero 2135|Description:Press Cloth|Thickness (in.):.02|Thickness (mm):.5|Length (mm):2135|Length (in.):84
EN5208,44558,9358,Compatible With:Aero 625|Description:Press Cloth|Thickness (in.):.02|Thickness (mm):.5|Length (mm):625|Length (in.):24
EN5209,44559,9359,Compatible With:Aero 925|Description:Press Cloth|Thickness (in.):.02|Thickness (mm):.5|Length (mm):925|Length (in.):36
EN5216,44560,8769,Description:Silicone|Length (M):10
EN5224,44561,9354,Compatible With:Aero 1225|Description:Press Pads|Thickness (in.):.12|Thickness (mm):3.0|Length (mm):1225|Length (in.):48
EN5225,44562,9355,Compatible With:Aero 1525|Description:Press Pads|Thickness (in.):.12|Thickness (mm):3.0|Length (mm):1525|Length (in.):60
EN5226,44593,9356,Compatible With:Aero 1835|Description:Press Pads|Thickness (in.):.12|Thickness (mm):3.0|Length (mm):1835|Length (in.):72
EN5227,44594,9357,Compatible With:Aero 1835|Description:Press Pads|Thickness (in.):.12|Thickness (mm):3.0|Length (mm):2135|Length (in.):84
EN5217,44595,9352,Compatible With:Aero 625|Description:Press Pads|Thickness (in.):.12|Thickness (mm):3.0|Length (mm):625|Length (in.):24
EN5223,44596,9353,Compatible With:Aero 925|Description:Press Pads|Thickness (in.):.12|Thickness (mm):3.0|Length (mm):925|Length (in.):36
EN5228,44597,9508,Weight (kg):0.82|Weight (lbs):1.8|Description:Aero Splice Tape
EN5230,44598,9458,"Compatible With:625, 925, 1225|Weight (kg):143|Weight (lbs):315.5|Description:Aero Workshop Stand"
EN5231,44599,9459,"Compatible With:625, 925, 1225|Weight (kg):18.14|Weight (lbs):40|Description:Aero Workshop Stand Retrofit Kit"
EN5245,44600,8585,Power:1ph 115V
EN5251,44601,8727,Power:1ph 230V
EN5250,44602,8718,Power:1ph 230V
EN5248,44633,8707,Power:1ph 230V
EN5249,44634,8708,Power:1ph 230V
EN5247,44635,8588,Power:1ph 230V
EN5246,44636,8586,Power:1ph 230V
EN5244,44637,8545,Belt Width (in.):42|1065:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Weight (kg):38.5|Weight (lbs):85
EN5252,44638,8591,"Belt Manufacturer:Daisler, Volta|Belt Style:REOclean, DualDrive|Belt Type(s):T50DB/SB/W, FMW and FMB|T50DB/SB/W, FMW and FMB:Choose_Belt_Types"
EN5253,44639,8592,"Belt Manufacturer:Volta|Belt Style:SuperDrive™|Belt Type(s):FMW and FMB,FHW and FHB|FMW and FMB,FHW and FHB:Choose_Belt_Types"
EN5254,44640,8593,"Belt Manufacturer:Intralox®|Belt Style:ThermoDrive®|Belt Type(s):8050, 8026|Choose_Belt_Types"
EN5255,44641,8594,"Belt Manufacturer:Habasit|Belt Style:Cleandrive™|Belt Type(s):CD.M50.S-UA.CB,CD.M50.S-UA.WB,CD.M25.S-UA.CB,CD.M25.S-UA.WB|CD.M50.S-UA.CB,CD.M50.S-UA.WB,CD.M25.S-UA.CB,CD.M25.S-UA.WB:Choose_Belt_Types"
EN5256,44642,8595,Belt Type(s):Flat|Flat:Choose_Belt_Types
EN5257,44673,8596,"Belt Manufacturer:Gates® Mectrol®, UBR|Belt Style:PosiClean®,1 inch Purclean, 2 inch Purclean|Belt Type(s):PC10, PC20, PS2, PB3|PC10, PC20, PS2, PB3:Choose_Belt_Types"
EN5258,44674,8597,"Belt Manufacturer:Gates® Mectrol®, UBR|Belt Style:CenterClean®;Center Drive PurClean|Belt Type(s):CC40,CD3BLSS|CC40,CD3BLSS:Choose_Belt_Types"
EN5260,44675,8603,"Belt Manufacturer:Ammeraal|Belt Style:Aeon<br />
<br />
&nbsp;|Belt Type(s):Aeon-50|Aeon-50:Choose_Belt_Types"
EN5229,44676,9372,Weight (kg):.35|Weight (lbs):.77|Description:Roller Slider Fixture
EN5259,44677,20200,Weight (kg):1.81|Weight (lbs):4.0
EN5193,44678,37667,Belt Width (in.):54|54:Choose_Belt_Width_in|Belt Width (mm):1400|1400:Choose_Belt_Width_mm|Weight (lbs):14.8|Weight (kg):6.7|Belt Thickness (in.):1/2-9/16|1/2-9/16:Choose_Belt_Thickness_in|Belt Thickness (mm):13-15|13-15:Choose_Belt_Thickness_mm|Mechanical Fastener Rating (P.I.W.):2000|2000:Choose_Mechanical_Fastener_Rating_PIW|Mechanical Fastener Rating (kN/m):350|350:Choose_Mechanical_Fastener_Rating_kNm|Minimum Pulley Diameter (in.):20|20:Choose_Minimum_Pulley_Diameter_in|Minimum Pulley Diameter (mm):500|500:Choose_Minimum_Pulley_Diameter_mm|Fastener Material:Stainless|Stainless:Choose_Fastener_Material|Hinge Pin Included:No|Staple Length:Standard
EN5194,44679,37668,Belt Width (in.):60|60:Choose_Belt_Width_in|Belt Width (mm):1600|1600:Choose_Belt_Width_mm|Weight (lbs):16.8|Weight (kg):7.6|Belt Thickness (in.):1/2-9/16|1/2-9/16:Choose_Belt_Thickness_in|Belt Thickness (mm):13-15|13-15:Choose_Belt_Thickness_mm|Mechanical Fastener Rating (P.I.W.):2000|2000:Choose_Mechanical_Fastener_Rating_PIW|Mechanical Fastener Rating (kN/m):350|350:Choose_Mechanical_Fastener_Rating_kNm|Minimum Pulley Diameter (in.):20|20:Choose_Minimum_Pulley_Diameter_in|Minimum Pulley Diameter (mm):500|500:Choose_Minimum_Pulley_Diameter_mm|Fastener Material:Stainless|Stainless:Choose_Fastener_Material|Hinge Pin Included:No|Staple Length:Standard
EN5195,44680,37669,Belt Width (in.):72|72:Choose_Belt_Width_in|Belt Width (mm):1800|1800:Choose_Belt_Width_mm|Weight (lbs):18.8|Weight (kg):8.5|Belt Thickness (in.):1/2-9/16|1/2-9/16:Choose_Belt_Thickness_in|Belt Thickness (mm):13-15|13-15:Choose_Belt_Thickness_mm|Mechanical Fastener Rating (P.I.W.):2000|2000:Choose_Mechanical_Fastener_Rating_PIW|Mechanical Fastener Rating (kN/m):350|350:Choose_Mechanical_Fastener_Rating_kNm|Minimum Pulley Diameter (in.):20|20:Choose_Minimum_Pulley_Diameter_in|Minimum Pulley Diameter (mm):500|500:Choose_Minimum_Pulley_Diameter_mm|Fastener Material:Stainless|Stainless:Choose_Fastener_Material|Hinge Pin Included:No|Staple Length:Standard
EN5218,44681,37585,Belt Width (in.):42|1000:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Hinge Pin Diameter (mm):8.1|Bare Armored Steel Cable:Choose_Hinge_Pin_Diameter_mm|Choose_Hinge_Pin_Material:Hinge Pin Material|Package Configuration:Ten Pins|Weight (kg):4.5|Weight (lbs):10
EN5205,44682,37570,Belt Width (in.):42|1000:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Hinge Pin Diameter (mm):8.1|Bare Armored Steel Cable:Choose_Hinge_Pin_Diameter_mm|Choose_Hinge_Pin_Material:Hinge Pin Material|Package Configuration:One Pin|Weight (kg):0.5|Weight (lbs):1.0
EN5219,44713,37586,Belt Width (in.):48|1200:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Hinge Pin Diameter (mm):8.1|Bare Armored Stainless Steel Cable:Choose_Hinge_Pin_Diameter_mm|Choose_Hinge_Pin_Material:Hinge Pin Material|Package Configuration:Ten Pins|Weight (kg):5.4|Weight (lbs):12
EN5206,44714,37571,Belt Width (in.):48|1200:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Hinge Pin Diameter (mm):8.1|Bare Armored Steel Cable:Choose_Hinge_Pin_Diameter_mm|Choose_Hinge_Pin_Material:Hinge Pin Material|Package Configuration:One Pin|Weight (kg):0.5|Weight (lbs):1.2
EN5220,44715,37587,Belt Width (in.):54|1400:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Hinge Pin Diameter (mm):8.1|Bare Armored Steel Cable:Choose_Hinge_Pin_Diameter_mm|Choose_Hinge_Pin_Material:Hinge Pin Material|Package Configuration:Ten Pins|Weight (kg):6.4|Weight (lbs):14
EN5207,44716,37572,Belt Width (in.):54|1400:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Hinge Pin Diameter (mm):8.1|Bare Armored Steel Cable:Choose_Hinge_Pin_Diameter_mm|Choose_Hinge_Pin_Material:Hinge Pin Material|Package Configuration:One Pin|Weight (kg):0.6|Weight (lbs):1.4
EN5221,44717,37588,Belt Width (in.):60|1600:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Hinge Pin Diameter (mm):8.1|Bare Armored Steel Cable:Choose_Hinge_Pin_Diameter_mm|Choose_Hinge_Pin_Material:Hinge Pin Material|Package Configuration:Ten Pins|Weight (kg):7.3|Weight (lbs):16
EN5214,44718,37573,Belt Width (in.):60|1600:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Hinge Pin Diameter (mm):8.1|Bare Armored Steel Cable:Choose_Hinge_Pin_Diameter_mm|Choose_Hinge_Pin_Material:Hinge Pin Material|Package Configuration:One Pin|Weight (kg):0.7|Weight (lbs):1.6
EN5222,44719,37594,Belt Width (in.):72|1800:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Hinge Pin Diameter (mm):8.1|Bare Armored Stainless Steel Cable:Choose_Hinge_Pin_Diameter_mm|Choose_Hinge_Pin_Material:Hinge Pin Material|Package Configuration:Ten Pins|Weight (kg):8.2|Weight (lbs):18
EN5215,44720,37574,Belt Width (in.):72|1800:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Hinge Pin Diameter (mm):8.1|Bare Armored Steel Cable:Choose_Hinge_Pin_Diameter_mm|Choose_Hinge_Pin_Material:Hinge Pin Material|Package Configuration:One Pin|Weight (kg):0.8|Weight (lbs):1.8
EN5271,44745,8587,"Description:Replacement Blades for Amigo<br />
&nbsp;"
EN5266,44746,8710,"Belt Manufacturer:Cog-veyor Systems Inc.|Belt Style:Cog-veyor|Belt Type(s):UBM, UWM, PBH, PWH|UBM, UWM, PBH, PWH:Choose_Belt_Types"
EN5267,44747,8739,Belt Manufacturer:Beltservice Corporation|Belt Style:Magnethane™|Belt Type(s):PD1|PD1:Choose_Belt_Types
EN5268,44748,8741,Belt Type(s):Flat with Spikes|Flat with Spikes:Choose_Belt_Types
EN5269,44749,8776,"Belt Manufacturer:Gates® Mectrol®|Belt Style:PosiLace™|Belt Type(s):PC20, CC40, FC12|PC20, CC40, FC12:Choose_Belt_Types"
EN5270,44765,8788,"Belt Manufacturer:Volta|Belt Style:Mini SuperDrive™|Belt Type(s):FMB, FHB|FMB, FHB:Choose_Belt_Types"
EN5272,44766,8604,Description:High &ndash; Low Temp Friction Tape for Flat Belts
EN5274,44767,8046,NEMA Plug:No Plug|Weight (kg):55|Weight (lbs):121
EN5273,44768,8013,NEMA Plug:No Plug|Weight (kg):55|Weight (lbs):121
EN5275,44769,8053,NEMA Plug:L16-20|Weight (kg):55|Weight (lbs):121
EN5265,44770,20205,Weight (kg):3.45|Weight (lbs):7.6
EN5262,44771,20202,Weight (kg):1.36|Weight (lbs):3.0
EN5261,44772,20201,Weight (kg):1.81|Weight (lbs):4.0
EN5264,44773,20204,Weight (kg):2.86|Weight (lbs):6.3
EN5263,44801,20203,Weight (kg):1.32|Weight (lbs):2.9
EN5278,44802,41068,"Weight (kg):0.54|Weight (lbs):1.2|Fastener Size:R6, R8|For Use With:MSRT Tools"
EN5276,44803,41054,"Weight (kg):1.36|Weight (lbs):3.0|Fastener Size:R5, R5-1/2, and R6|For Use With:MSRT Tools"
EN5277,44804,41050,"Weight (kg):2.31|Weight (lbs):5.1|Fastener Size:R6, R8|For Use With:MSRT Tools"
EN5279,44805,41045,Weight (kg):3.18|Weight (lbs):7.0|Fastener Size:R9|For Use With:MSRT Tools
EN5280,44821,41058,Weight (kg):0.41|0.9:0.41|0.9:Weight (lbs)|Fastener Size:R2|MSRT Tools:R2|MSRT Tools:For Use With
EN5283,44822,40502,"Weight (kg):0.09|Weight (lbs):0.2|For Use With:Steel SRTA, MSRT Tools"
EN5282,44823,40511,Weight (kg):0.05|Weight (lbs):0.1
EN5285,44824,40482,"Weight (kg):0.23|Weight (lbs):0.5|For Use With:Steel SRTA, MSRT Tools|Tool Width (in.):30|Tool Width (mm):750"
EN5286,44825,40483,"Weight (kg):0.27|Weight (lbs):0.6|For Use With:Steel SRTA, MSRT Tools|Tool Width (in.):36|Tool Width (mm):900"
EN5284,44826,41057,"Weight (kg):0.05|Weight (lbs):0.1|For Use With:Steel SRTA, MSRT Tools"
EN5281,44845,30932,Weight (kg):0.64|Weight (lbs):1.4
EN5316,44849,8100,Weight (kg):38|Weight (lbs):84|Description:Ply 130 Cart
EN5331,44850,8501,Weight (kg):1.22|Weight (lbs):2.7
EN5333,44851,8497,Weight (kg):.07|Weight (lbs):.15|Description:5 Blades
EN5334,44852,8498,Weight (kg):.73|Weight (lbs):1.6
EN5330,44853,8499,Weight (kg):1.86|Weight (lbs):4.1
EN5335,44854,8500,Weight (kg):.09|Weight (lbs):.2
EN5312,44855,8527,NEMA Plug:No Plug|Weight (kg):55|Weight (lbs):121
EN5314,44877,8528,NEMA Plug:N18-20|Weight (kg):55|Weight (lbs):121
EN5309,44878,8457,NEMA Plug:No Plug|Weight (kg):55|Weight (lbs):121
EN5310,44879,8462,NEMA Plug:N18-20|Weight (kg):55|Weight (lbs):121
EN5307,44880,8246,NEMA Plug:No Plug|Weight (kg):55|Weight (lbs):121
EN5304,44881,8151,NEMA Plug:IEC60309|Weight (kg):55|Weight (lbs):121
EN5298,44882,8055,NEMA Plug:L15-20|Weight (kg):55|Weight (lbs):121
EN5300,44883,8056,NEMA Plug:L15-30|Weight (kg):55|Weight (lbs):121
EN5302,44884,8102,NEMA Plug:No Plug|Weight (kg):55|Weight (lbs):121
EN5306,44909,8152,NEMA Plug:IEC60309|Weight (kg):55|Weight (lbs):121
EN5296,44910,8054,NEMA Plug:L16-30|Weight (kg):55|Weight (lbs):121
EN5327,44911,8014,Description:Blade &amp; Jig Kit
