id,catalog_number,attributes
1309741,CWCA0-31-00V18,Rated current: 10 A | Reference: CWCA0 | Main contact: No main contacts | Control voltage: 110V 50Hz/120V 60Hz | Terminal type: Screw
1309731,CWCA0-22-00V18,Rated current: 10 A | Reference: CWCA0 | Main contact: No main contacts | Control voltage: 110V 50Hz/120V 60Hz | Terminal type: Screw
1309721,CWCA0-13-00V18,Rated current: 10 A | Reference: CWCA0 | Main contact: No main contacts | Control voltage: 110V 50Hz/120V 60Hz | Terminal type: Screw
1309711,CWCA0-04-00V18,Rated current: 10 A | Reference: CWCA0 | Main contact: No main contacts | Control voltage: 110V 50Hz/120V 60Hz | Terminal type: Screw
5900795,CWCA0-31-00C12,Rated current: 10 A | Reference: CWCA0 | Main contact: No main contacts | Control voltage: 110V DC | Terminal type: Screw
1309748,CWCA0-40-00C12,Rated current: 10 A | Reference: CWCA0 | Main contact: No main contacts | Control voltage: 110V DC | Terminal type: Screw
1309725,CWCA0-22-00C02,Rated current: 10 A | Reference: CWCA0 | Main contact: No main contacts | Control voltage: 12V DC | Terminal type: Screw
1309753,CWCA0-40-00V24,Rated current: 10 A | Reference: CWCA0 | Main contact: No main contacts | Control voltage: 180-208V 50Hz/208-240V 60Hz | Terminal type: Screw
1309742,CWCA0-31-00V24,Rated current: 10 A | Reference: CWCA0 | Main contact: No main contacts | Control voltage: 180-208V 50Hz/208-240V 60Hz | Terminal type: Screw
1309732,CWCA0-22-00V24,Rated current: 10 A | Reference: CWCA0 | Main contact: No main contacts | Control voltage: 180-208V 50Hz/208-240V 60Hz | Terminal type: Screw
1309722,CWCA0-13-00V24,Rated current: 10 A | Reference: CWCA0 | Main contact: No main contacts | Control voltage: 180-208V 50Hz/208-240V 60Hz | Terminal type: Screw
1309712,CWCA0-04-00V24,Rated current: 10 A | Reference: CWCA0 | Main contact: No main contacts | Control voltage: 180-208V 50Hz/208-240V 60Hz | Terminal type: Screw
1309750,CWCA0-40-00V04,Rated current: 10 A | Reference: CWCA0 | Main contact: No main contacts | Control voltage: 20V 50Hz/24V 60Hz | Terminal type: Screw
1309739,CWCA0-31-00V04,Rated current: 10 A | Reference: CWCA0 | Main contact: No main contacts | Control voltage: 20V 50Hz/24V 60Hz | Terminal type: Screw
1309729,CWCA0-22-00V04,Rated current: 10 A | Reference: CWCA0 | Main contact: No main contacts | Control voltage: 20V 50Hz/24V 60Hz | Terminal type: Screw
1309719,CWCA0-13-00V04,Rated current: 10 A | Reference: CWCA0 | Main contact: No main contacts | Control voltage: 20V 50Hz/24V 60Hz | Terminal type: Screw
1309709,CWCA0-04-00V04,Rated current: 10 A | Reference: CWCA0 | Main contact: No main contacts | Control voltage: 20V 50Hz/24V 60Hz | Terminal type: Screw
1309746,CWCA0-40-00C03,Rated current: 10 A | Reference: CWCA0 | Main contact: No main contacts | Control voltage: 24V DC | Terminal type: Screw
1309736,CWCA0-31-00C03,Rated current: 10 A | Reference: CWCA0 | Main contact: No main contacts | Control voltage: 24V DC | Terminal type: Screw
1309726,CWCA0-22-00C03,Rated current: 10 A | Reference: CWCA0 | Main contact: No main contacts | Control voltage: 24V DC | Terminal type: Screw
1309716,CWCA0-13-00C03,Rated current: 10 A | Reference: CWCA0 | Main contact: No main contacts | Control voltage: 24V DC | Terminal type: Screw
1309706,CWCA0-04-00C03,Rated current: 10 A | Reference: CWCA0 | Main contact: No main contacts | Control voltage: 24V DC | Terminal type: Screw
1309749,CWCA0-40-00L03,Rated current: 10 A | Reference: CWCA0 | Main contact: No main contacts | Control voltage: 24V DC(LC) | Terminal type: Screw
1309738,CWCA0-31-00L03,Rated current: 10 A | Reference: CWCA0 | Main contact: No main contacts | Control voltage: 24V DC(LC) | Terminal type: Screw
1309728,CWCA0-22-00L03,Rated current: 10 A | Reference: CWCA0 | Main contact: No main contacts | Control voltage: 24V DC(LC) | Terminal type: Screw
1309718,CWCA0-13-00L03,Rated current: 10 A | Reference: CWCA0 | Main contact: No main contacts | Control voltage: 24V DC(LC) | Terminal type: Screw
1309708,CWCA0-04-00L03,Rated current: 10 A | Reference: CWCA0 | Main contact: No main contacts | Control voltage: 24V DC(LC) | Terminal type: Screw
1309754,CWCA0-40-00V47,Rated current: 10 A | Reference: CWCA0 | Main contact: No main contacts | Control voltage: 400-415V 50Hz/480V 60Hz | Terminal type: Screw
1309743,CWCA0-31-00V47,Rated current: 10 A | Reference: CWCA0 | Main contact: No main contacts | Control voltage: 400-415V 50Hz/480V 60Hz | Terminal type: Screw
1309733,CWCA0-22-00V47,Rated current: 10 A | Reference: CWCA0 | Main contact: No main contacts | Control voltage: 400-415V 50Hz/480V 60Hz | Terminal type: Screw
1309723,CWCA0-13-00V47,Rated current: 10 A | Reference: CWCA0 | Main contact: No main contacts | Control voltage: 400-415V 50Hz/480V 60Hz | Terminal type: Screw
1309713,CWCA0-04-00V47,Rated current: 10 A | Reference: CWCA0 | Main contact: No main contacts | Control voltage: 400-415V 50Hz/480V 60Hz | Terminal type: Screw
1309751,CWCA0-40-00V10,Rated current: 10 A | Reference: CWCA0 | Main contact: No main contacts | Control voltage: 42V 50Hz/48V 60Hz | Terminal type: Screw
1309740,CWCA0-31-00V10,Rated current: 10 A | Reference: CWCA0 | Main contact: No main contacts | Control voltage: 42V 50Hz/48V 60Hz | Terminal type: Screw
1309730,CWCA0-22-00V10,Rated current: 10 A | Reference: CWCA0 | Main contact: No main contacts | Control voltage: 42V 50Hz/48V 60Hz | Terminal type: Screw
1309720,CWCA0-13-00V10,Rated current: 10 A | Reference: CWCA0 | Main contact: No main contacts | Control voltage: 42V 50Hz/48V 60Hz | Terminal type: Screw
1309710,CWCA0-04-00V10,Rated current: 10 A | Reference: CWCA0 | Main contact: No main contacts | Control voltage: 42V 50Hz/48V 60Hz | Terminal type: Screw
1309747,CWCA0-40-00C06,Rated current: 10 A | Reference: CWCA0 | Main contact: No main contacts | Control voltage: 42V DC | Terminal type: Screw
1309737,CWCA0-31-00C06,Rated current: 10 A | Reference: CWCA0 | Main contact: No main contacts | Control voltage: 42V DC | Terminal type: Screw
1309727,CWCA0-22-00C06,Rated current: 10 A | Reference: CWCA0 | Main contact: No main contacts | Control voltage: 42V DC | Terminal type: Screw
1309717,CWCA0-13-00C06,Rated current: 10 A | Reference: CWCA0 | Main contact: No main contacts | Control voltage: 42V DC | Terminal type: Screw
1309707,CWCA0-04-00C06,Rated current: 10 A | Reference: CWCA0 | Main contact: No main contacts | Control voltage: 42V DC | Terminal type: Screw
1309755,CWCA0-40-00V56,Rated current: 10 A | Reference: CWCA0 | Main contact: No main contacts | Control voltage: 500V 50Hz/600V 60Hz | Terminal type: Screw
1309744,CWCA0-31-00V56,Rated current: 10 A | Reference: CWCA0 | Main contact: No main contacts | Control voltage: 500V 50Hz/600V 60Hz | Terminal type: Screw
1309734,CWCA0-22-00V56,Rated current: 10 A | Reference: CWCA0 | Main contact: No main contacts | Control voltage: 500V 50Hz/600V 60Hz | Terminal type: Screw
1309724,CWCA0-13-00V56,Rated current: 10 A | Reference: CWCA0 | Main contact: No main contacts | Control voltage: 500V 50Hz/600V 60Hz | Terminal type: Screw
1309714,CWCA0-04-00V56,Rated current: 10 A | Reference: CWCA0 | Main contact: No main contacts | Control voltage: 500V 50Hz/600V 60Hz | Terminal type: Screw
1309900,CWM105-00-20V18,Rated current: 105 A | Reference: CWM | Main contact: 2 NO | Control voltage: 110V 50Hz/120V 60Hz | Terminal type: Screw
1309901,CWM105-00-20V24,Rated current: 105 A | Reference: CWM | Main contact: 2 NO | Control voltage: 180-208V 50Hz/208-240V 60Hz | Terminal type: Screw
5900796,CWM105-00-20V04,Rated current: 105 A | Reference: CWM | Main contact: 2 NO | Control voltage: 20V 50Hz/24V 60Hz | Terminal type: Screw
1309903,CWM105-00-30C40,Rated current: 105 A | Reference: CWM | Main contact: 3 NO | Control voltage: 110-130V DC | Terminal type: Screw
1309912,CWM105-11-30V18,Rated current: 105 A | Reference: CWM | Main contact: 3 NO | Control voltage: 110V 50Hz/120V 60Hz | Terminal type: Screw
1309906,CWM105-00-30V18,Rated current: 105 A | Reference: CWM | Main contact: 3 NO | Control voltage: 110V 50Hz/120V 60Hz | Terminal type: Screw
1309913,CWM105-11-30V24,Rated current: 105 A | Reference: CWM | Main contact: 3 NO | Control voltage: 180-208V 50Hz/208-240V 60Hz | Terminal type: Screw
1309907,CWM105-00-30V24,Rated current: 105 A | Reference: CWM | Main contact: 3 NO | Control voltage: 180-208V 50Hz/208-240V 60Hz | Terminal type: Screw
1309904,CWM105-00-30V04,Rated current: 105 A | Reference: CWM | Main contact: 3 NO | Control voltage: 20V 50Hz/24V 60Hz | Terminal type: Screw
1309908,CWM105-00-30V37,Rated current: 105 A | Reference: CWM | Main contact: 3 NO | Control voltage: 230-240V 50Hz/277V 60Hz | Terminal type: Screw
1309902,CWM105-00-30C34,Rated current: 105 A | Reference: CWM | Main contact: 3 NO | Control voltage: 24-28V DC | Terminal type: Screw
1309914,CWM105-11-30V47,Rated current: 105 A | Reference: CWM | Main contact: 3 NO | Control voltage: 400-415V 50Hz/480V 60Hz | Terminal type: Screw
1309909,CWM105-00-30V47,Rated current: 105 A | Reference: CWM | Main contact: 3 NO | Control voltage: 400-415V 50Hz/480V 60Hz | Terminal type: Screw
1309911,CWM105-00-30X47,"Rated current: 105 A | Reference: CWM | Main contact: 3 NO | Control voltage: 400-415V 50Hz/480V 60Hz(0,75) | Terminal type: Screw"
1309905,CWM105-00-30V10,Rated current: 105 A | Reference: CWM | Main contact: 3 NO | Control voltage: 42V 50Hz/48V 60Hz | Terminal type: Screw
1309910,CWM105-00-30V56,Rated current: 105 A | Reference: CWM | Main contact: 3 NO | Control voltage: 500V 50Hz/600V 60Hz | Terminal type: Screw
1308059,SSW061100T2257ESH2Z,Rated current: 1100 A | Power supply: 220-575 V | Enclosure: IP00 | Frame: 8
2854187,SSW061100T5769ESH2Z,Rated current: 1100 A | Power supply: 575-690 V | Enclosure: IP00 | Frame: 8
1309916,CWM112-22-30E10,Rated current: 112 A | Reference: CWM | Main contact: 3 NO | Control voltage: 110-130V 50/60Hz-DC | Terminal type: Screw
1309917,CWM112-22-30E13,Rated current: 112 A | Reference: CWM | Main contact: 3 NO | Control voltage: 208-250V 50/60Hz-DC | Terminal type: Screw
1309915,CWM112-22-30E02,Rated current: 112 A | Reference: CWM | Main contact: 3 NO | Control voltage: 24-28V 50/60Hz-DC | Terminal type: Screw
1309918,CWM112-22-30E21,Rated current: 112 A | Reference: CWM | Main contact: 3 NO | Control voltage: 430-500V 50/60Hz-DC | Terminal type: Screw
2521388,CWB12-11-30D15,Rated current: 12 A | Reference: CWB | Main contact: 3 NO | Control voltage: 120V 50/60Hz | Terminal type: Screw
5900729,CWB12-11-30C13,Rated current: 12 A | Reference: CWB | Main contact: 3 NO | Control voltage: 125V DC | Terminal type: Screw
5900727,CWB12-11-30C02,Rated current: 12 A | Reference: CWB | Main contact: 3 NO | Control voltage: 12V DC | Terminal type: Screw
2852543,CWB12-11-30V24,Rated current: 12 A | Reference: CWB | Main contact: 3 NO | Control voltage: 180-208V 50Hz/208-240V 60Hz | Terminal type: Screw
2521393,CWB12-11-30D77,Rated current: 12 A | Reference: CWB | Main contact: 3 NO | Control voltage: 208V 50/60Hz | Terminal type: Screw
2521389,CWB12-11-30D25,Rated current: 12 A | Reference: CWB | Main contact: 3 NO | Control voltage: 240V 50/60Hz | Terminal type: Screw
2521386,CWB12-11-30D02,Rated current: 12 A | Reference: CWB | Main contact: 3 NO | Control voltage: 24V 50/60Hz | Terminal type: Screw
2521384,CWB12-11-30C03,Rated current: 12 A | Reference: CWB | Main contact: 3 NO | Control voltage: 24V DC | Terminal type: Screw
2521390,CWB12-11-30D33,Rated current: 12 A | Reference: CWB | Main contact: 3 NO | Control voltage: 380V 50/60Hz | Terminal type: Screw
2521391,CWB12-11-30D39,Rated current: 12 A | Reference: CWB | Main contact: 3 NO | Control voltage: 480V 50/60Hz | Terminal type: Screw
2521387,CWB12-11-30D07,Rated current: 12 A | Reference: CWB | Main contact: 3 NO | Control voltage: 48V 50/60Hz | Terminal type: Screw
2521385,CWB12-11-30C07,Rated current: 12 A | Reference: CWB | Main contact: 3 NO | Control voltage: 48V DC | Terminal type: Screw
2521392,CWB12-11-30D45,Rated current: 12 A | Reference: CWB | Main contact: 3 NO | Control voltage: 600V 50/60Hz | Terminal type: Screw
1309481,CWC012-00-22V18,Rated current: 12 A | Reference: CWC0 | Main contact: 2 NO + 2 NC | Control voltage: 110V 50Hz/120V 60Hz | Terminal type: Screw
1309482,CWC012-00-22V24,Rated current: 12 A | Reference: CWC0 | Main contact: 2 NO + 2 NC | Control voltage: 180-208V 50Hz/208-240V 60Hz | Terminal type: Screw
1309479,CWC012-00-22V04,Rated current: 12 A | Reference: CWC0 | Main contact: 2 NO + 2 NC | Control voltage: 20V 50Hz/24V 60Hz | Terminal type: Screw
1309477,CWC012-00-22R03,"Rated current: 12 A | Reference: CWC0 | Main contact: 2 NO + 2 NC | Control voltage: 24V DC(0,75) | Terminal type: Screw"
1309483,CWC012-00-22V47,Rated current: 12 A | Reference: CWC0 | Main contact: 2 NO + 2 NC | Control voltage: 400-415V 50Hz/480V 60Hz | Terminal type: Screw
2852478,CWC012-10-30V18-X50,Rated current: 12 A | Reference: CWC0 | Main contact: 3 NO | Control voltage: 110V 50Hz/120V 60Hz | Terminal type: Screw
1309524,CWC012-10-30V18,Rated current: 12 A | Reference: CWC0 | Main contact: 3 NO | Control voltage: 110V 50Hz/120V 60Hz | Terminal type: Screw
1309505,CWC012-01-30V18,Rated current: 12 A | Reference: CWC0 | Main contact: 3 NO | Control voltage: 110V 50Hz/120V 60Hz | Terminal type: Screw
2521445,CWC012-10-30L02,Rated current: 12 A | Reference: CWC0 | Main contact: 3 NO | Control voltage: 12V DC(LC) | Terminal type: Screw
2521444,CWC012-01-30L02,Rated current: 12 A | Reference: CWC0 | Main contact: 3 NO | Control voltage: 12V DC(LC) | Terminal type: Screw
1309526,CWC012-10-30V24,Rated current: 12 A | Reference: CWC0 | Main contact: 3 NO | Control voltage: 180-208V 50Hz/208-240V 60Hz | Terminal type: Screw
1309507,CWC012-01-30V24,Rated current: 12 A | Reference: CWC0 | Main contact: 3 NO | Control voltage: 180-208V 50Hz/208-240V 60Hz | Terminal type: Screw
1309520,CWC012-10-30V04,Rated current: 12 A | Reference: CWC0 | Main contact: 3 NO | Control voltage: 20V 50Hz/24V 60Hz | Terminal type: Screw
1309501,CWC012-01-30V04,Rated current: 12 A | Reference: CWC0 | Main contact: 3 NO | Control voltage: 20V 50Hz/24V 60Hz | Terminal type: Screw
1309516,CWC012-10-30C03I,Rated current: 12 A | Reference: CWC0 | Main contact: 3 NO | Control voltage: 24V DC | Terminal type: Printed Circuit board terminal
1309497,CWC012-01-30C03I,Rated current: 12 A | Reference: CWC0 | Main contact: 3 NO | Control voltage: 24V DC | Terminal type: Printed Circuit board terminal
1309515,CWC012-10-30C03,Rated current: 12 A | Reference: CWC0 | Main contact: 3 NO | Control voltage: 24V DC | Terminal type: Screw
1309496,CWC012-01-30C03,Rated current: 12 A | Reference: CWC0 | Main contact: 3 NO | Control voltage: 24V DC | Terminal type: Screw
1309519,CWC012-10-30L03,Rated current: 12 A | Reference: CWC0 | Main contact: 3 NO | Control voltage: 24V DC(LC) | Terminal type: Screw
1309500,CWC012-01-30L03,Rated current: 12 A | Reference: CWC0 | Main contact: 3 NO | Control voltage: 24V DC(LC) | Terminal type: Screw
1309528,CWC012-10-30V47,Rated current: 12 A | Reference: CWC0 | Main contact: 3 NO | Control voltage: 400-415V 50Hz/480V 60Hz | Terminal type: Screw
1309509,CWC012-01-30V47,Rated current: 12 A | Reference: CWC0 | Main contact: 3 NO | Control voltage: 400-415V 50Hz/480V 60Hz | Terminal type: Screw
1309522,CWC012-10-30V10,Rated current: 12 A | Reference: CWC0 | Main contact: 3 NO | Control voltage: 42V 50Hz/48V 60Hz | Terminal type: Screw
1309503,CWC012-01-30V10,Rated current: 12 A | Reference: CWC0 | Main contact: 3 NO | Control voltage: 42V 50Hz/48V 60Hz | Terminal type: Screw
1309530,CWC012-10-30V56,Rated current: 12 A | Reference: CWC0 | Main contact: 3 NO | Control voltage: 500V 50Hz/600V 60Hz | Terminal type: Screw
1309511,CWC012-01-30V56,Rated current: 12 A | Reference: CWC0 | Main contact: 3 NO | Control voltage: 500V 50Hz/600V 60Hz | Terminal type: Screw
1309490,CWC012-00-40V18,Rated current: 12 A | Reference: CWC0 | Main contact: 4 NO | Control voltage: 110V 50Hz/120V 60Hz | Terminal type: Screw
1309491,CWC012-00-40V24,Rated current: 12 A | Reference: CWC0 | Main contact: 4 NO | Control voltage: 180-208V 50Hz/208-240V 60Hz | Terminal type: Screw
1309488,CWC012-00-40V04,Rated current: 12 A | Reference: CWC0 | Main contact: 4 NO | Control voltage: 20V 50Hz/24V 60Hz | Terminal type: Screw
1309486,CWC012-00-40C03,Rated current: 12 A | Reference: CWC0 | Main contact: 4 NO | Control voltage: 24V DC | Terminal type: Screw
1309492,CWC012-00-40V47,Rated current: 12 A | Reference: CWC0 | Main contact: 4 NO | Control voltage: 400-415V 50Hz/480V 60Hz | Terminal type: Screw
1309919,CWM12-00-20V18,Rated current: 12 A | Reference: CWM | Main contact: 2 NO | Control voltage: 110V 50Hz/120V 60Hz | Terminal type: Screw
1309920,CWM12-00-20V24,Rated current: 12 A | Reference: CWM | Main contact: 2 NO | Control voltage: 180-208V 50Hz/208-240V 60Hz | Terminal type: Screw
5900797,CWM12-00-20V04,Rated current: 12 A | Reference: CWM | Main contact: 2 NO | Control voltage: 20V 50Hz/24V 60Hz | Terminal type: Screw
1309934,CWM12-10-30V18,Rated current: 12 A | Reference: CWM | Main contact: 3 NO | Control voltage: 110V 50Hz/120V 60Hz | Terminal type: Screw
1309924,CWM12-01-30V18,Rated current: 12 A | Reference: CWM | Main contact: 3 NO | Control voltage: 110V 50Hz/120V 60Hz | Terminal type: Screw
1309935,CWM12-10-30V24,Rated current: 12 A | Reference: CWM | Main contact: 3 NO | Control voltage: 180-208V 50Hz/208-240V 60Hz | Terminal type: Screw
1309925,CWM12-01-30V24,Rated current: 12 A | Reference: CWM | Main contact: 3 NO | Control voltage: 180-208V 50Hz/208-240V 60Hz | Terminal type: Screw
1309932,CWM12-10-30V04,Rated current: 12 A | Reference: CWM | Main contact: 3 NO | Control voltage: 20V 50Hz/24V 60Hz | Terminal type: Screw
1309923,CWM12-01-30V04,Rated current: 12 A | Reference: CWM | Main contact: 3 NO | Control voltage: 20V 50Hz/24V 60Hz | Terminal type: Screw
1309936,CWM12-10-30V37,Rated current: 12 A | Reference: CWM | Main contact: 3 NO | Control voltage: 230-240V 50Hz/277V 60Hz | Terminal type: Screw
1309926,CWM12-01-30V37,Rated current: 12 A | Reference: CWM | Main contact: 3 NO | Control voltage: 230-240V 50Hz/277V 60Hz | Terminal type: Screw
1309937,CWM12-10-30V47,Rated current: 12 A | Reference: CWM | Main contact: 3 NO | Control voltage: 400-415V 50Hz/480V 60Hz | Terminal type: Screw
1309927,CWM12-01-30V47,Rated current: 12 A | Reference: CWM | Main contact: 3 NO | Control voltage: 400-415V 50Hz/480V 60Hz | Terminal type: Screw
1309939,CWM12-10-30X47,"Rated current: 12 A | Reference: CWM | Main contact: 3 NO | Control voltage: 400-415V 50Hz/480V 60Hz(0,75) | Terminal type: Screw"
1309929,CWM12-01-30X47,"Rated current: 12 A | Reference: CWM | Main contact: 3 NO | Control voltage: 400-415V 50Hz/480V 60Hz(0,75) | Terminal type: Screw"
1309933,CWM12-10-30V10,Rated current: 12 A | Reference: CWM | Main contact: 3 NO | Control voltage: 42V 50Hz/48V 60Hz | Terminal type: Screw
1309938,CWM12-10-30V56,Rated current: 12 A | Reference: CWM | Main contact: 3 NO | Control voltage: 500V 50Hz/600V 60Hz | Terminal type: Screw
1309928,CWM12-01-30V56,Rated current: 12 A | Reference: CWM | Main contact: 3 NO | Control voltage: 500V 50Hz/600V 60Hz | Terminal type: Screw
1308046,SSW060130T2257ESZ,Rated current: 130 A | Power supply: 220-575 V | Enclosure: IP00 | Frame: 2
1308070,SSW070130T5SZ,Rated current: 130 A | Power supply: 220-575 V | Enclosure: IP00 | Frame: 3
2853829,SSW060130T5769ESZ,Rated current: 130 A | Power supply: 575-690 V | Enclosure: IP00 | Frame: 3
1308060,SSW061400T2257ESH2Z,Rated current: 1400 A | Power supply: 220-575 V | Enclosure: IP00 | Frame: 8
2854203,SSW061400T5769ESH2Z,Rated current: 1400 A | Power supply: 575-690 V | Enclosure: IP00 | Frame: 8
2521461,CWM150N-22-30E10,Rated current: 150 A (N) | Reference: CWM | Main contact: 3 NO | Control voltage: 110-130V 50/60Hz-DC | Terminal type: Screw
2521462,CWM150N-22-30E13,Rated current: 150 A (N) | Reference: CWM | Main contact: 3 NO | Control voltage: 208-250V 50/60Hz-DC | Terminal type: Screw
2853291,CWM150N-22-30E02,Rated current: 150 A (N) | Reference: CWM | Main contact: 3 NO | Control voltage: 24-28V 50/60Hz-DC | Terminal type: Screw
5900798,CWM150N-22-30E21,Rated current: 150 A (N) | Reference: CWM | Main contact: 3 NO | Control voltage: 430-500V 50/60Hz-DC | Terminal type: Screw
1309941,CWM150-22-30E10,Rated current: 150 A | Reference: CWM | Main contact: 3 NO | Control voltage: 110-130V 50/60Hz-DC | Terminal type: Screw
1309942,CWM150-22-30E13,Rated current: 150 A | Reference: CWM | Main contact: 3 NO | Control voltage: 208-250V 50/60Hz-DC | Terminal type: Screw
1309940,CWM150-22-30E02,Rated current: 150 A | Reference: CWM | Main contact: 3 NO | Control voltage: 24-28V 50/60Hz-DC | Terminal type: Screw
1309943,CWM150-22-30E21,Rated current: 150 A | Reference: CWM | Main contact: 3 NO | Control voltage: 430-500V 50/60Hz-DC | Terminal type: Screw
1308033,SSW050016T2246EPZ,Rated current: 16 A | Power supply: 220-460 V | Enclosure: IP00 | Frame: 1
1308040,SSW060016T2257ESZ,Rated current: 16 A | Power supply: 220-575 V | Enclosure: IP20 | Frame: 1
1309537,CWC016-00-22V18,Rated current: 16 A | Reference: CWC0 | Main contact: 2 NO + 2 NC | Control voltage: 110V 50Hz/120V 60Hz | Terminal type: Screw
5900781,CWC016-00-22R12,"Rated current: 16 A | Reference: CWC0 | Main contact: 2 NO + 2 NC | Control voltage: 110V DC(0,75) | Terminal type: Screw"
1309532,CWC016-00-22R02,"Rated current: 16 A | Reference: CWC0 | Main contact: 2 NO + 2 NC | Control voltage: 12V DC(0,75) | Terminal type: Screw"
1309538,CWC016-00-22V24,Rated current: 16 A | Reference: CWC0 | Main contact: 2 NO + 2 NC | Control voltage: 180-208V 50Hz/208-240V 60Hz | Terminal type: Screw
1309535,CWC016-00-22V04,Rated current: 16 A | Reference: CWC0 | Main contact: 2 NO + 2 NC | Control voltage: 20V 50Hz/24V 60Hz | Terminal type: Screw
1309533,CWC016-00-22R03,"Rated current: 16 A | Reference: CWC0 | Main contact: 2 NO + 2 NC | Control voltage: 24V DC(0,75) | Terminal type: Screw"
1309539,CWC016-00-22V47,Rated current: 16 A | Reference: CWC0 | Main contact: 2 NO + 2 NC | Control voltage: 400-415V 50Hz/480V 60Hz | Terminal type: Screw
1309580,CWC016-10-30V18,Rated current: 16 A | Reference: CWC0 | Main contact: 3 NO | Control voltage: 110V 50Hz/120V 60Hz | Terminal type: Screw
1309561,CWC016-01-30V18,Rated current: 16 A | Reference: CWC0 | Main contact: 3 NO | Control voltage: 110V 50Hz/120V 60Hz | Terminal type: Screw
5900784,CWC016-10-30C12,Rated current: 16 A | Reference: CWC0 | Main contact: 3 NO | Control voltage: 110V DC | Terminal type: Screw
5900783,CWC016-01-30C12,Rated current: 16 A | Reference: CWC0 | Main contact: 3 NO | Control voltage: 110V DC | Terminal type: Screw
1309569,CWC016-10-30C02,Rated current: 16 A | Reference: CWC0 | Main contact: 3 NO | Control voltage: 12V DC | Terminal type: Screw
1309550,CWC016-01-30C02,Rated current: 16 A | Reference: CWC0 | Main contact: 3 NO | Control voltage: 12V DC | Terminal type: Screw
2521449,CWC016-10-30L02,Rated current: 16 A | Reference: CWC0 | Main contact: 3 NO | Control voltage: 12V DC(LC) | Terminal type: Screw
2521448,CWC016-01-30L02,Rated current: 16 A | Reference: CWC0 | Main contact: 3 NO | Control voltage: 12V DC(LC) | Terminal type: Screw
1309582,CWC016-10-30V24,Rated current: 16 A | Reference: CWC0 | Main contact: 3 NO | Control voltage: 180-208V 50Hz/208-240V 60Hz | Terminal type: Screw
1309563,CWC016-01-30V24,Rated current: 16 A | Reference: CWC0 | Main contact: 3 NO | Control voltage: 180-208V 50Hz/208-240V 60Hz | Terminal type: Screw
1309576,CWC016-10-30V04,Rated current: 16 A | Reference: CWC0 | Main contact: 3 NO | Control voltage: 20V 50Hz/24V 60Hz | Terminal type: Screw
1309557,CWC016-01-30V04,Rated current: 16 A | Reference: CWC0 | Main contact: 3 NO | Control voltage: 20V 50Hz/24V 60Hz | Terminal type: Screw
1309572,CWC016-10-30C03I,Rated current: 16 A | Reference: CWC0 | Main contact: 3 NO | Control voltage: 24V DC | Terminal type: Printed Circuit board terminal
1309553,CWC016-01-30C03I,Rated current: 16 A | Reference: CWC0 | Main contact: 3 NO | Control voltage: 24V DC | Terminal type: Printed Circuit board terminal
1309571,CWC016-10-30C03,Rated current: 16 A | Reference: CWC0 | Main contact: 3 NO | Control voltage: 24V DC | Terminal type: Screw
1309552,CWC016-01-30C03,Rated current: 16 A | Reference: CWC0 | Main contact: 3 NO | Control voltage: 24V DC | Terminal type: Screw
1309575,CWC016-10-30L03,Rated current: 16 A | Reference: CWC0 | Main contact: 3 NO | Control voltage: 24V DC(LC) | Terminal type: Screw
1309584,CWC016-10-30V47,Rated current: 16 A | Reference: CWC0 | Main contact: 3 NO | Control voltage: 400-415V 50Hz/480V 60Hz | Terminal type: Screw
1309565,CWC016-01-30V47,Rated current: 16 A | Reference: CWC0 | Main contact: 3 NO | Control voltage: 400-415V 50Hz/480V 60Hz | Terminal type: Screw
1309578,CWC016-10-30V10,Rated current: 16 A | Reference: CWC0 | Main contact: 3 NO | Control voltage: 42V 50Hz/48V 60Hz | Terminal type: Screw
1309559,CWC016-01-30V10,Rated current: 16 A | Reference: CWC0 | Main contact: 3 NO | Control voltage: 42V 50Hz/48V 60Hz | Terminal type: Screw
1309586,CWC016-10-30V56,Rated current: 16 A | Reference: CWC0 | Main contact: 3 NO | Control voltage: 500V 50Hz/600V 60Hz | Terminal type: Screw
1309567,CWC016-01-30V56,Rated current: 16 A | Reference: CWC0 | Main contact: 3 NO | Control voltage: 500V 50Hz/600V 60Hz | Terminal type: Screw
1309546,CWC016-00-40V18,Rated current: 16 A | Reference: CWC0 | Main contact: 4 NO | Control voltage: 110V 50Hz/120V 60Hz | Terminal type: Screw
5900782,CWC016-00-40C12,Rated current: 16 A | Reference: CWC0 | Main contact: 4 NO | Control voltage: 110V DC | Terminal type: Screw
2521446,CWC016-00-40L02,Rated current: 16 A | Reference: CWC0 | Main contact: 4 NO | Control voltage: 12V DC(LC) | Terminal type: Screw
1309547,CWC016-00-40V24,Rated current: 16 A | Reference: CWC0 | Main contact: 4 NO | Control voltage: 180-208V 50Hz/208-240V 60Hz | Terminal type: Screw
1309544,CWC016-00-40V04,Rated current: 16 A | Reference: CWC0 | Main contact: 4 NO | Control voltage: 20V 50Hz/24V 60Hz | Terminal type: Screw
1309542,CWC016-00-40C03,Rated current: 16 A | Reference: CWC0 | Main contact: 4 NO | Control voltage: 24V DC | Terminal type: Screw
2521447,CWC016-00-40L03,Rated current: 16 A | Reference: CWC0 | Main contact: 4 NO | Control voltage: 24V DC(LC) | Terminal type: Screw
