file-name,catalog-number,main-image,additional-description
ezlok-insert-329-7.xhtml,329-7,https://www.ezlok.com/assets/products/solid-wall-standard-carbon_329-7_Main-1.jpg,"<h5>E-Z LOK Threaded Insert for Metal - Standard Wall - Carbon Steel - 7/16-14 x 5/8-11</h5><p>Strong threads made easy</p><p>All solid construction E-Z LOK threaded inserts install with standard tools. No special drills...no special taps...no special installation tools.</p><p>E-Z LOK external threads are standard size and pitch to permit the use of standard drills and taps. E-Z LOKs can be installed with a screwdriver, bolt/jam nut (except IC series), or optional power drive tool.</p><p>E-Z LOKs will not back out or vibrate loose. Immediately upon installation, microencapsulated adhesive begins to set and the newly installed inserts are fastener-ready in 3-5 minutes.</p><p>The adhesive seals against liquids and gases to 6,000 psi when fully cured (72 hours).</p><h5>Features</h5><ul><li>Easy to install: solid threaded inserts install with standard tools, simply drill, tap and thread like any ordinary fastener (no special taps or installation tools are necessary)</li><li>Strength: carbon steel solid threaded inserts are screw machined out of solid steel for a stronger overall product</li><li>Standard OD Threads: solid threaded inserts for metal permit the use of standard drills and taps</li><li>Self-Locking: pre-applied adhesive activates upon installation</li><li>Vibration Resistant: adhesive secures the carbon steel solid threaded insert into place so it wont back out</li><li>Seals against Liquids/Gases: solid threaded inserts are pressurized up to 6,000 psi.</li></ul><h5>Applications:</h5><ul><li>Soft metals: aluminum, cast iron, magnesium, etc.</li></ul><h5>Installation:</h5><p>Unlike E-Z Coil inserts, which require a special tap and installation tool, E-Z LOK (Solid Wall) threaded inserts for metal are installed using standard tools, and installation is as easy as 1-2-3.</p><ul><li>Simply drill the appropriately sized hole with a standard drill</li><li>Tap the hole with a standard tap</li><li>Turn in the E-Z LOK (Solid Wall) insert like an ordinary fastener with a screwdriver, bolt and jam nut, or an E-Z LOK drive tool.</li></ul><p>E-Z LOK (Solid Wall) threaded inserts are self-locking and open immediately upon installation. The pre-applied LOCTITE on the external threads sets immediately allowing for the newly installed insert to be fastener ready.</p><p>E-Z LOK solid wall threaded inserts are typically installed with the slots up. The slots accommodate a screwdriver or E-Z LOK drive tool. When using a bolt and jam nuts for installation, the slotted end of the insert can be either up or down.</p><p>Important Note: Hole size requirements may vary depending on a number of factors, including material and tools. We recommend you test your particular application before ordering. Contact us for free samples.</p>"
ezlok-insert-329-720.xhtml,329-720,https://www.ezlok.com/assets/products/solid-wall-standard-carbon_329-7_Main-1.jpg,"<h5>E-Z LOK Threaded Insert for Metal - Standard Wall - Carbon Steel - 7/16-20 x 5/8-11</h5><p>Strong threads made easy</p><p>All solid construction E-Z LOK threaded inserts install with standard tools. No special drills...no special taps...no special installation tools.</p><p>E-Z LOK external threads are standard size and pitch to permit the use of standard drills and taps. E-Z LOKs can be installed with a screwdriver, bolt/jam nut (except IC series), or optional power drive tool.</p><p>E-Z LOKs will not back out or vibrate loose. Immediately upon installation, microencapsulated adhesive begins to set and the newly installed inserts are fastener-ready in 3-5 minutes.</p><p>The adhesive seals against liquids and gases to 6,000 psi when fully cured (72 hours).</p><h5>Features</h5><ul><li>Easy to install: solid threaded inserts install with standard tools, simply drill, tap and thread like any ordinary fastener (no special taps or installation tools are necessary)</li><li>Strength: carbon steel solid threaded inserts are screw machined out of solid steel for a stronger overall product</li><li>Standard OD Threads: solid threaded inserts for metal permit the use of standard drills and taps</li><li>Self-Locking: pre-applied adhesive activates upon installation</li><li>Vibration Resistant: adhesive secures the carbon steel solid threaded insert into place so it wont back out</li><li>Seals against Liquids/Gases: solid threaded inserts are pressurized up to 6,000 psi.</li></ul><h5>Applications:</h5><ul><li>Soft metals: aluminum, cast iron, magnesium, etc.</li></ul><h5>Installation:</h5><p>Unlike E-Z Coil inserts, which require a special tap and installation tool, E-Z LOK (Solid Wall) threaded inserts for metal are installed using standard tools, and installation is as easy as 1-2-3.</p><ul><li>Simply drill the appropriately sized hole with a standard drill</li><li>Tap the hole with a standard tap</li><li>Turn in the E-Z LOK (Solid Wall) insert like an ordinary fastener with a screwdriver, bolt and jam nut, or an E-Z LOK drive tool.</li></ul><p>E-Z LOK (Solid Wall) threaded inserts are self-locking and open immediately upon installation. The pre-applied LOCTITE on the external threads sets immediately allowing for the newly installed insert to be fastener ready.</p><p>E-Z LOK solid wall threaded inserts are typically installed with the slots up. The slots accommodate a screwdriver or E-Z LOK drive tool. When using a bolt and jam nuts for installation, the slotted end of the insert can be either up or down.</p><p>Important Note: Hole size requirements may vary depending on a number of factors, including material and tools. We recommend you test your particular application before ordering. Contact us for free samples.</p>"
ezlok-insert-329-8.xhtml,329-8,https://www.ezlok.com/assets/products/solid-wall-standard-carbon_329-8_Main-1.jpg,"<h5>E-Z LOK Threaded Insert for Metal - Standard Wall - Carbon Steel - 1/2-13 x 3/4-10</h5><p>Strong threads made easy</p><p>All solid construction E-Z LOK threaded inserts install with standard tools. No special drills...no special taps...no special installation tools.</p><p>E-Z LOK external threads are standard size and pitch to permit the use of standard drills and taps. E-Z LOKs can be installed with a screwdriver, bolt/jam nut (except IC series), or optional power drive tool.</p><p>E-Z LOKs will not back out or vibrate loose. Immediately upon installation, microencapsulated adhesive begins to set and the newly installed inserts are fastener-ready in 3-5 minutes.</p><p>The adhesive seals against liquids and gases to 6,000 psi when fully cured (72 hours).</p><h5>Features</h5><ul><li>Easy to install: solid threaded inserts install with standard tools, simply drill, tap and thread like any ordinary fastener (no special taps or installation tools are necessary)</li><li>Strength: carbon steel solid threaded inserts are screw machined out of solid steel for a stronger overall product</li><li>Standard OD Threads: solid threaded inserts for metal permit the use of standard drills and taps</li><li>Self-Locking: pre-applied adhesive activates upon installation</li><li>Vibration Resistant: adhesive secures the carbon steel solid threaded insert into place so it wont back out</li><li>Seals against Liquids/Gases: solid threaded inserts are pressurized up to 6,000 psi.</li></ul><h5>Applications:</h5><ul><li>Soft metals: aluminum, cast iron, magnesium, etc.</li></ul><h5>Installation:</h5><p>Unlike E-Z Coil inserts, which require a special tap and installation tool, E-Z LOK (Solid Wall) threaded inserts for metal are installed using standard tools, and installation is as easy as 1-2-3.</p><ul><li>Simply drill the appropriately sized hole with a standard drill</li><li>Tap the hole with a standard tap</li><li>Turn in the E-Z LOK (Solid Wall) insert like an ordinary fastener with a screwdriver, bolt and jam nut, or an E-Z LOK drive tool.</li></ul><p>E-Z LOK (Solid Wall) threaded inserts are self-locking and open immediately upon installation. The pre-applied LOCTITE on the external threads sets immediately allowing for the newly installed insert to be fastener ready.</p><p>E-Z LOK solid wall threaded inserts are typically installed with the slots up. The slots accommodate a screwdriver or E-Z LOK drive tool. When using a bolt and jam nuts for installation, the slotted end of the insert can be either up or down.</p><p>Important Note: Hole size requirements may vary depending on a number of factors, including material and tools. We recommend you test your particular application before ordering. Contact us for free samples.</p>"
ezlok-insert-329-801.xhtml,329-801,https://www.ezlok.com/assets/products/solid-wall-standard-carbon_329-801_Main-1.jpg,"<h5>E-Z LOK Threaded Insert for Metal - Standard Wall - Carbon Steel - 1/2-13 x 3/4-10 x 1"" long</h5><p>Strong threads made easy</p><p>All solid construction E-Z LOK threaded inserts install with standard tools. No special drills...no special taps...no special installation tools.</p><p>E-Z LOK external threads are standard size and pitch to permit the use of standard drills and taps. E-Z LOKs can be installed with a screwdriver, bolt/jam nut (except IC series), or optional power drive tool.</p><p>E-Z LOKs will not back out or vibrate loose. Immediately upon installation, microencapsulated adhesive begins to set and the newly installed inserts are fastener-ready in 3-5 minutes.</p><p>The adhesive seals against liquids and gases to 6,000 psi when fully cured (72 hours).</p><h5>Features</h5><ul><li>Easy to install: solid threaded inserts install with standard tools, simply drill, tap and thread like any ordinary fastener (no special taps or installation tools are necessary)</li><li>Strength: carbon steel solid threaded inserts are screw machined out of solid steel for a stronger overall product</li><li>Standard OD Threads: solid threaded inserts for metal permit the use of standard drills and taps</li><li>Self-Locking: pre-applied adhesive activates upon installation</li><li>Vibration Resistant: adhesive secures the carbon steel solid threaded insert into place so it wont back out</li><li>Seals against Liquids/Gases: solid threaded inserts are pressurized up to 6,000 psi.</li></ul><h5>Applications:</h5><ul><li>Soft metals: aluminum, cast iron, magnesium, etc.</li></ul><h5>Installation:</h5><p>Unlike E-Z Coil inserts, which require a special tap and installation tool, E-Z LOK (Solid Wall) threaded inserts for metal are installed using standard tools, and installation is as easy as 1-2-3.</p><ul><li>Simply drill the appropriately sized hole with a standard drill</li><li>Tap the hole with a standard tap</li><li>Turn in the E-Z LOK (Solid Wall) insert like an ordinary fastener with a screwdriver, bolt and jam nut, or an E-Z LOK drive tool.</li></ul><p>E-Z LOK (Solid Wall) threaded inserts are self-locking and open immediately upon installation. The pre-applied LOCTITE on the external threads sets immediately allowing for the newly installed insert to be fastener ready.</p><p>E-Z LOK solid wall threaded inserts are typically installed with the slots up. The slots accommodate a screwdriver or E-Z LOK drive tool. When using a bolt and jam nuts for installation, the slotted end of the insert can be either up or down.</p><p>Important Note: Hole size requirements may vary depending on a number of factors, including material and tools. We recommend you test your particular application before ordering. Contact us for free samples.</p>"
ezlok-insert-329-820.xhtml,329-820,https://www.ezlok.com/assets/products/solid-wall-standard-carbon_329-8_Main-1.jpg,"<h5>E-Z LOK Threaded Insert for Metal - Standard Wall - Carbon Steel - 1/2-20 x 3/4-10</h5><p>Strong threads made easy</p><p>All solid construction E-Z LOK threaded inserts install with standard tools. No special drills...no special taps...no special installation tools.</p><p>E-Z LOK external threads are standard size and pitch to permit the use of standard drills and taps. E-Z LOKs can be installed with a screwdriver, bolt/jam nut (except IC series), or optional power drive tool.</p><p>E-Z LOKs will not back out or vibrate loose. Immediately upon installation, microencapsulated adhesive begins to set and the newly installed inserts are fastener-ready in 3-5 minutes.</p><p>The adhesive seals against liquids and gases to 6,000 psi when fully cured (72 hours).</p><h5>Features</h5><ul><li>Easy to install: solid threaded inserts install with standard tools, simply drill, tap and thread like any ordinary fastener (no special taps or installation tools are necessary)</li><li>Strength: carbon steel solid threaded inserts are screw machined out of solid steel for a stronger overall product</li><li>Standard OD Threads: solid threaded inserts for metal permit the use of standard drills and taps</li><li>Self-Locking: pre-applied adhesive activates upon installation</li><li>Vibration Resistant: adhesive secures the carbon steel solid threaded insert into place so it wont back out</li><li>Seals against Liquids/Gases: solid threaded inserts are pressurized up to 6,000 psi.</li></ul><h5>Applications:</h5><ul><li>Soft metals: aluminum, cast iron, magnesium, etc.</li></ul><h5>Installation:</h5><p>Unlike E-Z Coil inserts, which require a special tap and installation tool, E-Z LOK (Solid Wall) threaded inserts for metal are installed using standard tools, and installation is as easy as 1-2-3.</p><ul><li>Simply drill the appropriately sized hole with a standard drill</li><li>Tap the hole with a standard tap</li><li>Turn in the E-Z LOK (Solid Wall) insert like an ordinary fastener with a screwdriver, bolt and jam nut, or an E-Z LOK drive tool.</li></ul><p>E-Z LOK (Solid Wall) threaded inserts are self-locking and open immediately upon installation. The pre-applied LOCTITE on the external threads sets immediately allowing for the newly installed insert to be fastener ready.</p><p>E-Z LOK solid wall threaded inserts are typically installed with the slots up. The slots accommodate a screwdriver or E-Z LOK drive tool. When using a bolt and jam nuts for installation, the slotted end of the insert can be either up or down.</p><p>Important Note: Hole size requirements may vary depending on a number of factors, including material and tools. We recommend you test your particular application before ordering. Contact us for free samples.</p>"
ezlok-insert-329-8IC.xhtml,329-8IC,https://www.ezlok.com/assets/products/solid-wall-standard-carbon_329-8IC_Main-1.jpg,"<h5>E-Z LOK Threaded Insert for Metal - Screw Locking - Carbon Steel - 1/2-13 x 3/4-10</h5><p>E-Z LOK (Solid Wall) Screw Locking Inserts are the standard heavy wall solid threaded inserts with thread locking adhesive on both the external and internal threads of the insert. The adhesive on the external threads secures the insert in place. The internal thread adhesive provides a screw locking feature that keeps fasteners from backing out.</p><p>Install these threaded inserts with a screwdriver or optional drive tool, allowing 3-5 minutes for the external thread adhesive to set up prior to threading in the fastener. A bolt can be used for installation as long as you do not intend to remove it. Removing the bolt after installation destroys adhesive effectiveness.</p><h5>Features</h5><ul><li>Preapplied adhesive on ID threads provides screw locking feature</li><li>Self-Locking: preapplied adhesive activates upon installation</li><li>Seals against Liquids/Gases: to pressures of 6,000 psi.</li><li>Strong: screw machined out of solid steel for greater strength</li><li>Easy to Install: simply drill, tap, and thread in like an ordinary fastener</li><li>Standard OD Threads: permit the use of standard drills and taps</li></ul><h5>Applications:</h5><ul><li>Soft metals: aluminum, cast iron, magnesium, etc.</li></ul><h5>Installation:</h5><p>Unlike E-Z Coil inserts, which require a special tap and installation tool, E-Z LOK (Solid Wall) threaded inserts for metal are installed using standard tools, and installation is as easy as 1-2-3.</p><ul><li>Simply drill the appropriately sized hole with a standard drill</li><li>Tap the hole with a standard tap</li><li>Turn in the E-Z LOK (Solid Wall) insert like an ordinary fastener with a screwdriver, bolt and jam nut, or an E-Z LOK drive tool.</li></ul><p>E-Z LOK (Solid Wall) threaded inserts are self-locking and open immediately upon installation. The pre-applied LOCTITE on the external threads sets immediately allowing for the newly installed insert to be fastener ready.</p><p>E-Z LOK solid wall threaded inserts are typically installed with the slots up. The slots accommodate a screwdriver or E-Z LOK drive tool. When using a bolt and jam nuts for installation, the slotted end of the insert can be either up or down.</p><p>Important Note: Hole size requirements may vary depending on a number of factors, including material and tools. We recommend you test your particular application before ordering. Contact us for free samples.</p>"
ezlok-insert-329-9.xhtml,329-9,https://www.ezlok.com/assets/products/solid-wall-standard-carbon_329-8_Main-1.jpg,"<h5>E-Z LOK Threaded Insert for Metal - Standard Wall - Carbon Steel - 9/16-12 x 3/4-10</h5><p>Strong threads made easy</p><p>All solid construction E-Z LOK threaded inserts install with standard tools. No special drills...no special taps...no special installation tools.</p><p>E-Z LOK external threads are standard size and pitch to permit the use of standard drills and taps. E-Z LOKs can be installed with a screwdriver, bolt/jam nut (except IC series), or optional power drive tool.</p><p>E-Z LOKs will not back out or vibrate loose. Immediately upon installation, microencapsulated adhesive begins to set and the newly installed inserts are fastener-ready in 3-5 minutes.</p><p>The adhesive seals against liquids and gases to 6,000 psi when fully cured (72 hours).</p><h5>Features</h5><ul><li>Easy to install: solid threaded inserts install with standard tools, simply drill, tap and thread like any ordinary fastener (no special taps or installation tools are necessary)</li><li>Strength: carbon steel solid threaded inserts are screw machined out of solid steel for a stronger overall product</li><li>Standard OD Threads: solid threaded inserts for metal permit the use of standard drills and taps</li><li>Self-Locking: pre-applied adhesive activates upon installation</li><li>Vibration Resistant: adhesive secures the carbon steel solid threaded insert into place so it wont back out</li><li>Seals against Liquids/Gases: solid threaded inserts are pressurized up to 6,000 psi.</li></ul><h5>Applications:</h5><ul><li>Soft metals: aluminum, cast iron, magnesium, etc.</li></ul><h5>Installation:</h5><p>Unlike E-Z Coil inserts, which require a special tap and installation tool, E-Z LOK (Solid Wall) threaded inserts for metal are installed using standard tools, and installation is as easy as 1-2-3.</p><ul><li>Simply drill the appropriately sized hole with a standard drill</li><li>Tap the hole with a standard tap</li><li>Turn in the E-Z LOK (Solid Wall) insert like an ordinary fastener with a screwdriver, bolt and jam nut, or an E-Z LOK drive tool.</li></ul><p>E-Z LOK (Solid Wall) threaded inserts are self-locking and open immediately upon installation. The pre-applied LOCTITE on the external threads sets immediately allowing for the newly installed insert to be fastener ready.</p><p>E-Z LOK solid wall threaded inserts are typically installed with the slots up. The slots accommodate a screwdriver or E-Z LOK drive tool. When using a bolt and jam nuts for installation, the slotted end of the insert can be either up or down.</p><p>Important Note: Hole size requirements may vary depending on a number of factors, including material and tools. We recommend you test your particular application before ordering. Contact us for free samples.</p>"
ezlok-insert-329-918.xhtml,329-918,https://www.ezlok.com/assets/products/solid-wall-standard-carbon_329-8_Main-1.jpg,"<h5>E-Z LOK Threaded Insert for Metal - Standard Wall - Carbon Steel - 9/16-18 x 3/4-10</h5><p>Strong threads made easy</p><p>All solid construction E-Z LOK threaded inserts install with standard tools. No special drills...no special taps...no special installation tools.</p><p>E-Z LOK external threads are standard size and pitch to permit the use of standard drills and taps. E-Z LOKs can be installed with a screwdriver, bolt/jam nut (except IC series), or optional power drive tool.</p><p>E-Z LOKs will not back out or vibrate loose. Immediately upon installation, microencapsulated adhesive begins to set and the newly installed inserts are fastener-ready in 3-5 minutes.</p><p>The adhesive seals against liquids and gases to 6,000 psi when fully cured (72 hours).</p><h5>Features</h5><ul><li>Easy to install: solid threaded inserts install with standard tools, simply drill, tap and thread like any ordinary fastener (no special taps or installation tools are necessary)</li><li>Strength: carbon steel solid threaded inserts are screw machined out of solid steel for a stronger overall product</li><li>Standard OD Threads: solid threaded inserts for metal permit the use of standard drills and taps</li><li>Self-Locking: pre-applied adhesive activates upon installation</li><li>Vibration Resistant: adhesive secures the carbon steel solid threaded insert into place so it wont back out</li><li>Seals against Liquids/Gases: solid threaded inserts are pressurized up to 6,000 psi.</li></ul><h5>Applications:</h5><ul><li>Soft metals: aluminum, cast iron, magnesium, etc.</li></ul><h5>Installation:</h5><p>Unlike E-Z Coil inserts, which require a special tap and installation tool, E-Z LOK (Solid Wall) threaded inserts for metal are installed using standard tools, and installation is as easy as 1-2-3.</p><ul><li>Simply drill the appropriately sized hole with a standard drill</li><li>Tap the hole with a standard tap</li><li>Turn in the E-Z LOK (Solid Wall) insert like an ordinary fastener with a screwdriver, bolt and jam nut, or an E-Z LOK drive tool.</li></ul><p>E-Z LOK (Solid Wall) threaded inserts are self-locking and open immediately upon installation. The pre-applied LOCTITE on the external threads sets immediately allowing for the newly installed insert to be fastener ready.</p><p>E-Z LOK solid wall threaded inserts are typically installed with the slots up. The slots accommodate a screwdriver or E-Z LOK drive tool. When using a bolt and jam nuts for installation, the slotted end of the insert can be either up or down.</p><p>Important Note: Hole size requirements may vary depending on a number of factors, including material and tools. We recommend you test your particular application before ordering. Contact us for free samples.</p>"
ezlok-insert-330-10.xhtml,330-10,https://www.ezlok.com/assets/products/solid-wall-automotive-330_Main-1.jpg,"<h5>E-Z LOK Threaded Insert for Metal - Automotive - Carbon Steel - M10-1.50 (1"") x 9/16-12</h5><p>E-Z LOK (Solid Wall) Automotive threaded inserts are designed for use in spark plug repair. Internal thread sizes from M10 to M18 are available in a variety of lengths. In addition VW Case Savers are offered in through hole and blind designs.</p><p>All E-Z LOK (Solid Wall) Automotive inserts are installed using standard tools. No special taps or installation tools needed.</p><h5>Features</h5><ul><li>Spark plug sizes from M10 to M19</li><li>VW Case Savers in through hole and blind designs</li><li>Solid wall construction for greater strength</li><li>Install with standard tools€¦no special drill or tap needed</li><li>Preapplied adhesive on the external threads activates upon installation</li><li>Self locking inserts wont back out</li></ul><h5>Applications:</h5><ul><li>Soft metals: aluminum, cast iron, magnesium, etc.</li></ul><h5>Installation:</h5><p>Unlike E-Z Coil inserts, which require a special tap and installation tool, E-Z LOK (Solid Wall) threaded inserts for metal are installed using standard tools, and installation is as easy as 1-2-3. </p><ul><li>Simply drill the appropriately sized hole with a standard drill</li><li>Tap the hole with a standard tap</li><li>Turn in the E-Z LOK (Solid Wall) insert like an ordinary fastener with a screwdriver, bolt and jam nut, or an E-Z LOK drive tool.</li></ul><p>E-Z LOK (Solid Wall) threaded inserts are self-locking. The pre-applied LOCTITE on the external threads activates immediately upon installation. Inserts are fastener ready in 5-10 minutes.</p>"
ezlok-insert-330-11.xhtml,330-11,https://www.ezlok.com/assets/products/solid-wall-automotive-330_Main-1.jpg,"<h5>E-Z LOK Threaded Insert for Metal - Automotive - Carbon Steel - M10-1.50 (1"" blind) x 9/16-12</h5><p>E-Z LOK (Solid Wall) Automotive threaded inserts are designed for use in spark plug repair. Internal thread sizes from M10 to M18 are available in a variety of lengths. In addition VW Case Savers are offered in through hole and blind designs.</p><p>All E-Z LOK (Solid Wall) Automotive inserts are installed using standard tools. No special taps or installation tools needed.</p><h5>Features</h5><ul><li>Spark plug sizes from M10 to M20</li><li>VW Case Savers in through hole and blind designs</li><li>Solid wall construction for greater strength</li><li>Install with standard tools€¦no special drill or tap needed</li><li>Preapplied adhesive on the external threads activates upon installation</li><li>Self locking inserts wont back out</li></ul><h5>Applications:</h5><ul><li>Soft metals: aluminum, cast iron, magnesium, etc.</li></ul>"
ezlok-insert-335-10.xhtml,335-10,https://www.ezlok.com/assets/products/solid-wall-heavywall-carbon_335-10_Main-1.jpg,"<h5>E-Z LOK Threaded Insert for Metal - Extra Heavy Wall - Carbon Steel - 5/8-11 x 1-8</h5><p>E-Z LOK (Solid Wall) threaded inserts with Extra Heavy Wall are ideal for reducing the size of tapped holes, typically after previous drilling/re-tapping operations. Like all E-Z LOK (Solid Wall) threaded inserts, the Extra Heavy Wall design is installed using standard drills and taps. Installation is performed with a screwdriver, bolt/jam nut, or optional E-Z LOK drive tool.</p><h5>Features</h5><ul><li>Strong: screw machined out of solid steel for greater strength</li><li>Easy to Install: simply drill, tap, and thread in like an ordinary fastener</li><li>Standard OD Threads: permit the use of standard drills and taps</li><li>Self-Locking: preapplied adhesive activates upon installation</li><li>Vibration Resistant: adhesive secures the insert in place so it wont back out</li><li>Seals against Liquids/Gases: to pressures of 6,000 psi.</li></ul><h5>Applications:</h5><ul><li>Soft metals: aluminum, cast iron, magnesium, etc.</li></ul><h5>Installation:</h5><p>Unlike E-Z Coil inserts, which require a special tap and installation tool, E-Z LOK (Solid Wall) threaded inserts for metal are installed using standard tools, and installation is as easy as 1-2-3.</p><ul><li>Simply drill the appropriately sized hole with a standard drill</li><li>Tap the hole with a standard tap</li><li>Turn in the E-Z LOK (Solid Wall) insert like an ordinary fastener with a screwdriver, bolt and jam nut, or an E-Z LOK drive tool.</li></ul><p>E-Z LOK (Solid Wall) threaded inserts are self-locking and open immediately upon installation. The pre-applied LOCTITE on the external threads sets immediately allowing for the newly installed insert to be fastener ready.</p><p>E-Z LOK solid wall threaded inserts are typically installed with the slots up. The slots accommodate a screwdriver or E-Z LOK drive tool. When using a bolt and jam nuts for installation, the slotted end of the insert can be either up or down.</p><p>Important Note: Hole size requirements may vary depending on a number of factors, including material and tools. We recommend you test your particular application before ordering. Contact us for free samples.</p>"
ezlok-insert-335-4.xhtml,335-4,https://www.ezlok.com/assets/products/solid-wall-heavywall-carbon_335-4_Main-1.jpg,"<h5>E-Z LOK Threaded Insert for Metal - Extra Heavy Wall - Carbon Steel - 1/4-20 x 1/2-13</h5><p>E-Z LOK (Solid Wall) threaded inserts with Extra Heavy Wall are ideal for reducing the size of tapped holes, typically after previous drilling/re-tapping operations. Like all E-Z LOK (Solid Wall) threaded inserts, the Extra Heavy Wall design is installed using standard drills and taps. Installation is performed with a screwdriver, bolt/jam nut, or optional E-Z LOK drive tool.</p><h5>Features</h5><ul><li>Strong: screw machined out of solid steel for greater strength</li><li>Easy to Install: simply drill, tap, and thread in like an ordinary fastener</li><li>Standard OD Threads: permit the use of standard drills and taps</li><li>Self-Locking: preapplied adhesive activates upon installation</li><li>Vibration Resistant: adhesive secures the insert in place so it wont back out</li><li>Seals against Liquids/Gases: to pressures of 6,000 psi.</li></ul><h5>Applications:</h5><ul><li>Soft metals: aluminum, cast iron, magnesium, etc.</li></ul><h5>Installation:</h5><p>Unlike E-Z Coil inserts, which require a special tap and installation tool, E-Z LOK (Solid Wall) threaded inserts for metal are installed using standard tools, and installation is as easy as 1-2-3.</p><ul><li>Simply drill the appropriately sized hole with a standard drill</li><li>Tap the hole with a standard tap</li><li>Turn in the E-Z LOK (Solid Wall) insert like an ordinary fastener with a screwdriver, bolt and jam nut, or an E-Z LOK drive tool.</li></ul><p>E-Z LOK (Solid Wall) threaded inserts are self-locking and open immediately upon installation. The pre-applied LOCTITE on the external threads sets immediately allowing for the newly installed insert to be fastener ready.</p><p>E-Z LOK solid wall threaded inserts are typically installed with the slots up. The slots accommodate a screwdriver or E-Z LOK drive tool. When using a bolt and jam nuts for installation, the slotted end of the insert can be either up or down.</p><p>Important Note: Hole size requirements may vary depending on a number of factors, including material and tools. We recommend you test your particular application before ordering. Contact us for free samples.</p>"
ezlok-insert-335-5.xhtml,335-5,https://www.ezlok.com/assets/products/solid-wall-heavywall-carbon_335-5_Main-1.jpg,"<h5>E-Z LOK Threaded Insert for Metal - Extra Heavy Wall - Carbon Steel - 5/16-18 x 9/16-12</h5><p>E-Z LOK (Solid Wall) threaded inserts with Extra Heavy Wall are ideal for reducing the size of tapped holes, typically after previous drilling/re-tapping operations. Like all E-Z LOK (Solid Wall) threaded inserts, the Extra Heavy Wall design is installed using standard drills and taps. Installation is performed with a screwdriver, bolt/jam nut, or optional E-Z LOK drive tool.</p><h5>Features</h5><ul><li>Strong: screw machined out of solid steel for greater strength</li><li>Easy to Install: simply drill, tap, and thread in like an ordinary fastener</li><li>Standard OD Threads: permit the use of standard drills and taps</li><li>Self-Locking: preapplied adhesive activates upon installation</li><li>Vibration Resistant: adhesive secures the insert in place so it wont back out</li><li>Seals against Liquids/Gases: to pressures of 6,000 psi.</li></ul><h5>Applications:</h5><ul><li>Soft metals: aluminum, cast iron, magnesium, etc.</li></ul><h5>Installation:</h5><p>Unlike E-Z Coil inserts, which require a special tap and installation tool, E-Z LOK (Solid Wall) threaded inserts for metal are installed using standard tools, and installation is as easy as 1-2-3.</p><ul><li>Simply drill the appropriately sized hole with a standard drill</li><li>Tap the hole with a standard tap</li><li>Turn in the E-Z LOK (Solid Wall) insert like an ordinary fastener with a screwdriver, bolt and jam nut, or an E-Z LOK drive tool.</li></ul><p>E-Z LOK (Solid Wall) threaded inserts are self-locking and open immediately upon installation. The pre-applied LOCTITE on the external threads sets immediately allowing for the newly installed insert to be fastener ready.</p><p>E-Z LOK solid wall threaded inserts are typically installed with the slots up. The slots accommodate a screwdriver or E-Z LOK drive tool. When using a bolt and jam nuts for installation, the slotted end of the insert can be either up or down.</p><p>Important Note: Hole size requirements may vary depending on a number of factors, including material and tools. We recommend you test your particular application before ordering. Contact us for free samples.</p>"
ezlok-insert-335-6.xhtml,335-6,https://www.ezlok.com/assets/products/solid-wall-heavywall-carbon_335-6_Main-1.jpg,"<h5>E-Z LOK Threaded Insert for Metal - Extra Heavy Wall - Carbon Steel - 3/8-16 x 5/8-11</h5><p>E-Z LOK (Solid Wall) threaded inserts with Extra Heavy Wall are ideal for reducing the size of tapped holes, typically after previous drilling/re-tapping operations. Like all E-Z LOK (Solid Wall) threaded inserts, the Extra Heavy Wall design is installed using standard drills and taps. Installation is performed with a screwdriver, bolt/jam nut, or optional E-Z LOK drive tool.</p><h5>Features</h5><ul><li>Strong: screw machined out of solid steel for greater strength</li><li>Easy to Install: simply drill, tap, and thread in like an ordinary fastener</li><li>Standard OD Threads: permit the use of standard drills and taps</li><li>Self-Locking: preapplied adhesive activates upon installation</li><li>Vibration Resistant: adhesive secures the insert in place so it wont back out</li><li>Seals against Liquids/Gases: to pressures of 6,000 psi.</li></ul><h5>Applications:</h5><ul><li>Soft metals: aluminum, cast iron, magnesium, etc.</li></ul><h5>Installation:</h5><p>Unlike E-Z Coil inserts, which require a special tap and installation tool, E-Z LOK (Solid Wall) threaded inserts for metal are installed using standard tools, and installation is as easy as 1-2-3.</p><ul><li>Simply drill the appropriately sized hole with a standard drill</li><li>Tap the hole with a standard tap</li><li>Turn in the E-Z LOK (Solid Wall) insert like an ordinary fastener with a screwdriver, bolt and jam nut, or an E-Z LOK drive tool.</li></ul><p>E-Z LOK (Solid Wall) threaded inserts are self-locking and open immediately upon installation. The pre-applied LOCTITE on the external threads sets immediately allowing for the newly installed insert to be fastener ready.</p><p>E-Z LOK solid wall threaded inserts are typically installed with the slots up. The slots accommodate a screwdriver or E-Z LOK drive tool. When using a bolt and jam nuts for installation, the slotted end of the insert can be either up or down.</p><p>Important Note: Hole size requirements may vary depending on a number of factors, including material and tools. We recommend you test your particular application before ordering. Contact us for free samples.</p>"
