file_name,catalog_number,attribute_name,attribute_value
1%20(295),100203,Cylinder Body Height (in),0.562
1%20(295),100203,Action Type,Single Acting
1%20(295),100203,Max Operating Pressure (psi),5000
1%20(295),100203,Outside Diameter (in),2.812
1%20(296),100208,Clamping Force (lbs),3927
1%20(296),100208,Action Type,Single Acting
1%20(296),100208,Max Operating Pressure (psi),5000
1%20(297),100855,Product Specification,Vertical Block Mount
1%20(297),100855,Clamping Force (lbs),4920
1%20(297),100855,Cylinder Body Height (in),0.218
1%20(297),100855,Action Type,Single Acting
1%20(297),100855,Max Operating Pressure (psi),5000
1%20(297),100855,Outside Diameter (in),2.875
1%20(298),100866,Clamping Force (lbs),5215
1%20(298),100866,Action Type,Single Acting
1%20(298),100866,Max Operating Pressure (psi),5000
1%20(298),100866,Outside Diameter (in),2
1%20(299),100867,Clamping Force (lbs),1740
1%20(299),100867,Action Type,Single Acting
1%20(299),100867,Max Operating Pressure (psi),5000
1%20(299),100867,Outside Diameter (in),1.5
1%20(3),100982,Product Specification,Capacity 2.0 cu in
1%20(3),100982,Type,Mounting Type Manifold
1%20(3),100982,Max Operating Pressure (psi),5000
1%20(3),100982,Body Diameter (in),2.5
1%20(30),100129,Max Operating Pressure (psi),5000
1%20(300),100880,Clamping Force (lbs),5215
1%20(300),100880,Action Type,Single Acting
1%20(300),100880,Max Operating Pressure (psi),5000
1%20(300),100880,Outside Diameter (in),2
1%20(301),100925,Product Specification,Vertical Block Mount
1%20(301),100925,Clamping Force (lbs),4920
1%20(301),100925,Cylinder Body Height (in),0.218
1%20(301),100925,Action Type,Single Acting
1%20(301),100925,Max Operating Pressure (psi),5000
1%20(301),100925,Outside Diameter (in),2.875
1%20(302),100927,Port Thread Size,7/16-20 UNF SAE-4
1%20(302),100927,Mounting Thread Size,1/2-20 UNF
1%20(302),100927,Hex Width (in),0.75
1%20(303),100928,Port Thread Size,7/16-20 UNF SAE-4
1%20(303),100928,Mounting Thread Size,1/2-13 UNC
1%20(303),100928,Hex Width (in),0.75
1%20(304),100929,Port Thread Size,7/16-20 UNF SAE-4
1%20(304),100929,Mounting Thread Size,5/8-18 UNF
1%20(304),100929,Hex Width (in),0.875
1%20(305),100930,Port Thread Size,7/16-20 UNF SAE-4
1%20(305),100930,Mounting Thread Size,5/8-11 UNC
1%20(305),100930,Hex Width (in),0.875
1%20(306),100931,Port Thread Size,7/16-20 UNF SAE-4
1%20(306),100931,Mounting Thread Size,3/4-16 UNF
1%20(306),100931,Hex Width (in),1
1%20(307),100932,Port Thread Size,7/16-20 UNF SAE-4
1%20(307),100932,Mounting Thread Size,3/4-10 UNC
1%20(307),100932,Hex Width (in),1
1%20(308),100933,Port Thread Size,7/16-20 UNF SAE-4
1%20(308),100933,Mounting Thread Size,1-12 UNF
1%20(308),100933,Hex Width (in),1.25
1%20(309),100934,Advance Port Size,7/16-20UNF SAE-4
1%20(309),100934,Retract Port Size,7/16-20UNF SAE-4
1%20(309),100934,Clamping Force (lbs),6630
1%20(309),100934,Retracted Height,3.203
1%20(309),100934,Cylinder Body Height (in),3.203
1%20(309),100934,Max Operating Pressure (psi),5000
1%20(309),100934,Outside Diameter (in),2.812
1%20(31),100942,Port Thread Size,7/16-20 UNF SAE-4
1%20(31),100942,Max Operating Pressure (psi),5000
1%20(310),100935,Advance Port Size,7/16-20UNF SAE-4
1%20(310),100935,Retract Port Size,7/16-20UNF SAE-4
1%20(310),100935,Clamping Force (lbs),6630
1%20(310),100935,Retracted Height,4.203
1%20(310),100935,Cylinder Body Height (in),4.203
1%20(310),100935,Max Operating Pressure (psi),5000
1%20(310),100935,Outside Diameter (in),2.812
1%20(311),100936,Advance Port Size,7/16-20UNF SAE-4
1%20(311),100936,Retract Port Size,7/16-20UNF SAE-4
1%20(311),100936,Clamping Force (lbs),10735
1%20(311),100936,Retracted Height,3.304
1%20(311),100936,Cylinder Body Height (in),3.304
1%20(311),100936,Max Operating Pressure (psi),5000
1%20(311),100936,Outside Diameter (in),3.5
1%20(312),100937,Advance Port Size,7/16-20UNF SAE-4
1%20(312),100937,Retract Port Size,7/16-20UNF SAE-4
1%20(312),100937,Clamping Force (lbs),10735
1%20(312),100937,Retracted Height,4.304
1%20(312),100937,Cylinder Body Height (in),4.304
1%20(312),100937,Max Operating Pressure (psi),5000
1%20(312),100937,Outside Diameter (in),3.5
1%20(313),100938,Advance Port Size,7/16-20UNF SAE-4
1%20(313),100938,Retract Port Size,7/16-20UNF SAE-4
1%20(313),100938,Clamping Force (lbs),10735
1%20(313),100938,Retracted Height,3.304
1%20(313),100938,Cylinder Body Height (in),3.304
1%20(313),100938,Max Operating Pressure (psi),5000
1%20(313),100938,Outside Diameter (in),3.5
1%20(314),100939,Advance Port Size,7/16-20UNF SAE-4
1%20(314),100939,Retract Port Size,7/16-20UNF SAE-4
1%20(314),100939,Clamping Force (lbs),10735
1%20(314),100939,Retracted Height,4.304
1%20(314),100939,Cylinder Body Height (in),4.304
1%20(314),100939,Max Operating Pressure (psi),5000
1%20(314),100939,Outside Diameter (in),3.5
1%20(315),100940,Advance Port Size,7/16-20UNF SAE-4
1%20(315),100940,Clamping Force (lbs),17120
1%20(315),100940,Retracted Height,3.14
1%20(315),100940,Cylinder Body Height (in),3.14
1%20(315),100940,Max Operating Pressure (psi),5000
1%20(315),100940,Outside Diameter (in),3.37
1%20(316),110060,Holding Capacity (lbs),290
1%20(316),110060,Cylinder Body Height (in),1.115
1%20(316),110060,Max Operating Pressure (psi),2500
1%20(316),110060,Body Diameter (in),1.185
1%20(316),110060,Clamping Spread Length (in),0.565
1%20(317),110061,Holding Capacity (lbs),1500
1%20(317),110061,Cylinder Body Height (in),1.24
1%20(317),110061,Max Operating Pressure (psi),5000
1%20(317),110061,Body Diameter (in),1.185
1%20(317),110061,Clamping Spread Length (in),0.83
1%20(318),110062,Holding Capacity (lbs),1500
1%20(318),110062,Cylinder Body Height (in),1.24
1%20(318),110062,Max Operating Pressure (psi),2500
1%20(318),110062,Body Diameter (in),1.309
1%20(318),110062,Clamping Spread Length (in),0.83
1%20(319),110063,Holding Capacity (lbs),2000
1%20(319),110063,Cylinder Body Height (in),1.24
1%20(319),110063,Max Operating Pressure (psi),5000
1%20(319),110063,Body Diameter (in),1.309
1%20(319),110063,Clamping Spread Length (in),1.12
1%20(32),100943,Max Operating Pressure (psi),5000
1%20(320),110064,Holding Capacity (lbs),2000
1%20(320),110064,Cylinder Body Height (in),1.365
1%20(320),110064,Max Operating Pressure (psi),2500
1%20(320),110064,Body Diameter (in),1.748
1%20(320),110064,Clamping Spread Length (in),1.12
1%20(321),110065,Holding Capacity (lbs),3500
1%20(321),110065,Cylinder Body Height (in),1.365
1%20(321),110065,Max Operating Pressure (psi),5000
1%20(321),110065,Body Diameter (in),1.748
1%20(321),110065,Clamping Spread Length (in),1.65
1%20(322),110066,Holding Capacity (lbs),3500
1%20(322),110066,Cylinder Body Height (in),1.49
1%20(322),110066,Max Operating Pressure (psi),2500
1%20(322),110066,Body Diameter (in),2.123
1%20(322),110066,Clamping Spread Length (in),1.65
1%20(323),110067,Holding Capacity (lbs),6000
1%20(323),110067,Cylinder Body Height (in),1.49
1%20(323),110067,Max Operating Pressure (psi),5000
1%20(323),110067,Body Diameter (in),2.123
1%20(323),110067,Clamping Spread Length (in),2.175
1%20(324),110068,Holding Capacity (lbs),6000
1%20(324),110068,Cylinder Body Height (in),1.615
1%20(324),110068,Max Operating Pressure (psi),2500
1%20(324),110068,Body Diameter (in),2.873
1%20(324),110068,Clamping Spread Length (in),2.175
1%20(325),500184,Holding Capacity (lbs),500
1%20(325),500184,Clamping Spread Length (in),0.565
1%20(326),500185,Holding Capacity (lbs),1500
1%20(326),500185,Clamping Spread Length (in),0.83
1%20(327),500186,Holding Capacity (lbs),2000
1%20(327),500186,Clamping Spread Length (in),1.12
1%20(328),500187,Holding Capacity (lbs),3500
1%20(328),500187,Clamping Spread Length (in),1.65
1%20(329),500188,Holding Capacity (lbs),6000
1%20(329),500188,Clamping Spread Length (in),2.175
1%20(33),110156,Product Specification,Filter On Port
1%20(33),110156,Port Thread Size,7/16-20 UNF SAE-4
1%20(33),110156,Max Operating Pressure (psi),5000
1%20(330),110069,Clamping Force (lbs),685
1%20(330),110069,Action Type,Single Acting
1%20(330),110069,Max Operating Pressure (psi),5000
1%20(330),110069,Outside Diameter (in),0.81
1%20(331),110070,Clamping Force (lbs),883
1%20(331),110070,Action Type,Single Acting
1%20(331),110070,Max Operating Pressure (psi),5000
1%20(331),110070,Outside Diameter (in),1.185
1%20(332),110071,Clamping Force (lbs),1765
1%20(332),110071,Action Type,Single Acting
1%20(332),110071,Max Operating Pressure (psi),5000
1%20(332),110071,Outside Diameter (in),1.185
1%20(333),110072,Clamping Force (lbs),1343
1%20(333),110072,Action Type,Single Acting
1%20(333),110072,Max Operating Pressure (psi),5000
1%20(333),110072,Outside Diameter (in),1.309
1%20(334),110073,Clamping Force (lbs),2685
1%20(334),110073,Action Type,Single Acting
1%20(334),110073,Max Operating Pressure (psi),5000
1%20(334),110073,Outside Diameter (in),1.309
1%20(335),110074,Clamping Force (lbs),2605
1%20(335),110074,Action Type,Single Acting
1%20(335),110074,Max Operating Pressure (psi),5000
1%20(335),110074,Outside Diameter (in),1.748
1%20(336),110075,Clamping Force (lbs),5210
1%20(336),110075,Action Type,Single Acting
1%20(336),110075,Max Operating Pressure (psi),5000
1%20(336),110075,Outside Diameter (in),1.748
1%20(337),110076,Clamping Force (lbs),4505
1%20(337),110076,Action Type,Single Acting
1%20(337),110076,Max Operating Pressure (psi),5000
1%20(337),110076,Outside Diameter (in),2.123
1%20(338),110077,Clamping Force (lbs),9010
1%20(338),110077,Action Type,Single Acting
1%20(338),110077,Max Operating Pressure (psi),5000
1%20(338),110077,Outside Diameter (in),2.123
1%20(339),110078,Clamping Force (lbs),8855
1%20(339),110078,Action Type,Single Acting
1%20(339),110078,Max Operating Pressure (psi),5000
1%20(339),110078,Outside Diameter (in),2.873
1%20(34),110157,Product Specification,Filter On Port
1%20(34),110157,Port Thread Size,1/4 NPTF
1%20(34),110157,Max Operating Pressure (psi),5000
1%20(340),110132,Clamping Force (lbs),3927
1%20(340),110132,Action Type,Single Acting
1%20(340),110132,Max Operating Pressure (psi),5000
1%20(341),110200,Product Specification,"Clamp Free Diameter 0.49 in, Minimum Bore Machining Diameter = 0.28 in, Model Number = #0"
1%20(342),110201,Product Specification,"Clamp Free Diameter 0.56 in, Minimum Bore Machining Diameter = 0.48 in, Model Number = #1"
1%20(343),110202,Product Specification,"Clamp Free Diameter 0.79 in, Minimum Bore Machining Diameter = 0.53 in, Model Number = #2"
1%20(344),110203,Product Specification,"Clamp Free Diameter 1.06 in, Minimum Bore Machining Diameter = 0.71 in, Model Number = #3"
1%20(345),110204,Product Specification,"Clamp Free Diameter 1.39 in, Minimum Bore Machining Diameter = 0.90 in, Model Number = #4"
1%20(346),110205,Product Specification,"Clamp Free Diameter 1.65 in, Minimum Bore Machining Diameter = 1.15 in, Model Number = #5"
1%20(347),110206,Product Specification,"Clamp Free Diameter 2.03 in, Minimum Bore Machining Diameter = 1.15 in, Model Number = #6"
1%20(348),110207,Product Specification,"Clamp Free Diameter 3.06 in, Minimum Bore Machining Diameter = 1.15 in, Model Number = #7"
1%20(349),201029,Type,Jam_Nut_TB
1%20(349),201029,Hex Width (in),1.5
1%20(35),9503,Type,Remote_Mounted_Control_Valve
1%20(35),9503,Actuation Type,Manual
1%20(35),9503,Max Operating Pressure (psi),5000
1%20(350),201884,Product Specification,Crowned Threaded Inserts
1%20(351),216207,Type,Jam_Nut_TB
1%20(351),216207,Hex Width (in),2
1%20(352),300084,Product Specification,"Clearance Diameter = 1.8 in, Nominal Shaft Diameter 1.375 in, Used with catalog no. 100043B,10044B"
1%20(352),300084,Type,Snap_Ring_CBC
1%20(353),300086,Product Specification,"Clearance Diameter = 3.18 in, Nominal Shaft Diameter 2.25 in, Used with catalog no.100049B,10050B"
1%20(353),300086,Type,Snap_Ring_CBC
1%20(354),400000,Type,Foot_Mount_Bracket_TB
1%20(354),400000,Depth (in),1.312
1%20(355),400001,Type,Foot_Mount_Bracket_TB
1%20(355),400001,Depth (in),1.625
1%20(356),400002,Type,Foot_Mount_Bracket_TB
1%20(356),400002,Depth (in),1.687
1%20(357),400003,Type,Foot_Mount_Bracket_TB
1%20(357),400003,Depth (in),2
1%20(358),400013,Product Specification,Through Hole Diameter = 1.375
1%20(358),400013,Type,Foot_Mount_Bracket_CBC
1%20(358),400013,Depth (in),2.125
1%20(359),400015,Product Specification,Through Hole Diameter = 2.25
1%20(359),400015,Type,Foot_Mount_Bracket_CBC
1%20(359),400015,Depth (in),3
1%20(36),9504,Type,Pump_Mounted_Control_Valve
1%20(36),9504,Actuation Type,Manual
1%20(36),9504,Max Operating Pressure (psi),5000
1%20(360),500097,Port Thread Size,1/8 NPTF
1%20(360),500097,Mounting Thread Size,1/2-20 UNF
1%20(360),500097,Hex Width (in),0.75
1%20(361),500098,Port Thread Size,1/4 NPTF
1%20(361),500098,Mounting Thread Size,5/8-18 UNF
1%20(361),500098,Hex Width (in),0.875
1%20(362),500099,Port Thread Size,1/4 NPTF
1%20(362),500099,Mounting Thread Size,3/4-16 UNF
1%20(362),500099,Hex Width (in),1
1%20(363),500100,Port Thread Size,1/8 NPTF
1%20(363),500100,Mounting Thread Size,1/2-13 UNC
1%20(363),500100,Hex Width (in),0.75
1%20(364),500101,Port Thread Size,1/4 NPTF
1%20(364),500101,Mounting Thread Size,5/8-11 UNC
1%20(364),500101,Hex Width (in),0.875
1%20(365),500102,Port Thread Size,1/4 NPTF
1%20(365),500102,Mounting Thread Size,3/4-10 UNC
1%20(365),500102,Hex Width (in),1
1%20(366),500103,Port Thread Size,1/4 NPTF
1%20(366),500103,Mounting Thread Size,1-12 UNF
1%20(366),500103,Hex Width (in),1.25
1%20(367),500160,Product Specification,Crowned Threaded Inserts
1%20(368),500161,Product Specification,Pointed Threaded Inserts
1%20(368),500161,Hex Width (in),0.312
1%20(368),500161,Head Height (in),0.25
1%20(369),500162,Product Specification,Toggle Pad Threaded Insert
1%20(37),9573,Type,Remote_Mounted_Control_Valve
1%20(37),9573,Actuation Type,"24 VAC, 50/60 Hz 25.4 Amps inrush, 2.8 Amps holding"
1%20(37),9573,Max Operating Pressure (psi),5000
1%20(370),500163,Product Specification,Crowned Threaded Inserts
1%20(371),500164,Product Specification,Pointed Threaded Inserts
1%20(371),500164,Hex Width (in),0.375
1%20(371),500164,Head Height (in),0.25
1%20(372),500165,Product Specification,Toggle Pad Threaded Insert
1%20(373),100043B,Product Specification,Retracted Length = 2.75
1%20(373),100043B,Clamping Force (lbs),2210
1%20(373),100043B,Type,Cylinders_CBC
1%20(373),100043B,Action Type,Double Acting
1%20(373),100043B,Max Operating Pressure (psi),5000
1%20(373),100043B,Body Diameter (in),1.368
1%20(373),100043B,Unclamping Force (lbs),1225
1%20(374),100044B,Product Specification,Retracted Length = 3.25
1%20(374),100044B,Clamping Force (lbs),2210
1%20(374),100044B,Type,Cylinders_CBC
1%20(374),100044B,Action Type,Double Acting
1%20(374),100044B,Max Operating Pressure (psi),5000
1%20(374),100044B,Body Diameter (in),1.368
1%20(374),100044B,Unclamping Force (lbs),1225
1%20(375),100049B,Product Specification,Retracted Length = 3.25
1%20(375),100049B,Clamping Force (lbs),7425
1%20(375),100049B,Type,Cylinders_CBC
1%20(375),100049B,Action Type,Double Acting
1%20(375),100049B,Max Operating Pressure (psi),5000
1%20(375),100049B,Body Diameter (in),2.247
1%20(375),100049B,Unclamping Force (lbs),4415
1%20(376),100050B,Product Specification,Retracted Length = 3.75
1%20(376),100050B,Clamping Force (lbs),7425
1%20(376),100050B,Type,Cylinders_CBC
1%20(376),100050B,Action Type,Double Acting
1%20(376),100050B,Max Operating Pressure (psi),5000
1%20(376),100050B,Body Diameter (in),2.247
1%20(376),100050B,Unclamping Force (lbs),4415
1%20(377),100055B,Product Specification,Vertical Block Mount
1%20(377),100055B,Clamping Force (lbs),2210
1%20(377),100055B,Action Type,Double Acting
1%20(377),100055B,Max Operating Pressure (psi),5000
1%20(377),100055B,Unclamping Force (lbs),1225
1%20(378),100056B,Product Specification,Vertical Block Mount
1%20(378),100056B,Clamping Force (lbs),2210
1%20(378),100056B,Action Type,Double Acting
1%20(378),100056B,Max Operating Pressure (psi),5000
1%20(378),100056B,Unclamping Force (lbs),1225
1%20(379),100061B,Product Specification,Vertical Block Mount
1%20(379),100061B,Clamping Force (lbs),7425
1%20(379),100061B,Action Type,Double Acting
1%20(379),100061B,Max Operating Pressure (psi),5000
1%20(379),100061B,Unclamping Force (lbs),4415
1%20(38),9574,Type,Remote_Mounted_Control_Valve
1%20(38),9574,Actuation Type,"230 VAC, 50/60 Hz 2.8 Amps inrush, .31 Amps holding"
1%20(38),9574,Max Operating Pressure (psi),5000
1%20(380),100062B,Product Specification,Vertical Block Mount
1%20(380),100062B,Clamping Force (lbs),7425
1%20(380),100062B,Action Type,Double Acting
1%20(380),100062B,Max Operating Pressure (psi),5000
1%20(380),100062B,Unclamping Force (lbs),4415
1%20(381),100141,Holding Capacity (lbs),7500
1%20(381),100141,Tooling Body Style,"Block Style, Manifold Mount"
1%20(382),100143,Holding Capacity (lbs),1100
1%20(382),100143,Tooling Body Style,"Block Style, Manifold Mount"
1%20(383),100176,Holding Capacity (lbs),2100
1%20(383),100176,Tooling Body Style,"Block Style, Conventional Mount"
1%20(384),100177,Holding Capacity (lbs),2100
1%20(384),100177,Tooling Body Style,"Block Style, Conventional Mount"
1%20(385),100207,Holding Capacity (lbs),1100
1%20(385),100207,Tooling Body Style,"Block Style, Conventional Mount"
1%20(386),100226,Holding Capacity (lbs),7500
1%20(386),100226,Tooling Body Style,"Block Style, Conventional Mount"
1%20(387),100229,Holding Capacity (lbs),2100
1%20(387),100229,Tooling Body Style,"Block Style, Conventional Mount"
1%20(388),100269,Holding Capacity (lbs),2100
1%20(388),100269,Tooling Body Style,"Block Style, Manifold Mount"
1%20(389),100844,Holding Capacity (lbs),7500
1%20(389),100844,Tooling Body Style,"Block Style, Conventional Mount"
1%20(39),9611,Type,Remote_Mounted_Control_Valve
1%20(39),9611,Actuation Type,50 psi min./150 psi max. air pressure
1%20(39),9611,Max Operating Pressure (psi),5000
1%20(390),100847,Holding Capacity (lbs),7500
1%20(390),100847,Tooling Body Style,"Block Style, Conventional Mount"
1%20(391),100873,Holding Capacity (lbs),1300
1%20(391),100873,Tooling Body Style,Threaded Body W/ Base
1%20(392),100874,Holding Capacity (lbs),1300
1%20(392),100874,Tooling Body Style,Threaded Body
1%20(393),100875,Holding Capacity (lbs),1300
1%20(393),100875,Tooling Body Style,Threaded Body W/ Base
1%20(394),100876,Holding Capacity (lbs),1300
1%20(394),100876,Tooling Body Style,Threaded Body
1%20(395),100877,Holding Capacity (lbs),1300
1%20(395),100877,Tooling Body Style,Threaded Body W/ Base
1%20(396),100882,Holding Capacity (lbs),4000
1%20(396),100882,Tooling Body Style,Threaded Body
1%20(397),100883,Holding Capacity (lbs),4000
1%20(397),100883,Tooling Body Style,Threaded Body W/ Base
1%20(398),100884,Holding Capacity (lbs),4000
1%20(398),100884,Tooling Body Style,Threaded Body
1%20(399),100885,Holding Capacity (lbs),4000
1%20(399),100885,Tooling Body Style,Threaded Body W/ Base
1%20(4),100983,Product Specification,Capacity 5.0 cu in
1%20(4),100983,Type,Mounting Type Manifold
1%20(4),100983,Max Operating Pressure (psi),5000
1%20(4),100983,Body Diameter (in),2.5
1%20(40),9612,Type,Remote_Mounted_Control_Valve
1%20(40),9612,Actuation Type,"115 VAC, 50/60 Hz 5.3 Amps inrush, .6 Amps holding"
1%20(40),9612,Max Operating Pressure (psi),5000
1%20(400),100926,Holding Capacity (lbs),7500
1%20(400),100926,Tooling Body Style,"Block Style, Conventional Mount"
1%20(401),100998,Holding Capacity (lbs),7500
1%20(401),100998,Tooling Body Style,"Block Style, Conventional Mount"
1%20(402),110085,Holding Capacity (lbs),2100
1%20(402),110085,Tooling Body Style,"Block Style, Conventional Mount"
1%20(403),110086,Holding Capacity (lbs),2100
1%20(403),110086,Tooling Body Style,"Block Style, Manifold Mount"
1%20(404),110087,Holding Capacity (lbs),7500
1%20(404),110087,Tooling Body Style,"Block Style, Conventional Mount"
1%20(405),110088,Holding Capacity (lbs),7500
1%20(405),110088,Tooling Body Style,"Block Style, Conventional Mount"
1%20(406),110122,Holding Capacity (lbs),1300
1%20(406),110122,Tooling Body Style,Threaded Body W/ Base (Manifold Mount)
1%20(407),110123,Holding Capacity (lbs),4000
1%20(407),110123,Tooling Body Style,Threaded Body W/ Base (Manifold Mount)
1%20(408),110124,Holding Capacity (lbs),1300
1%20(408),110124,Tooling Body Style,Threaded Body W/ Base (Manifold Mount)
1%20(409),110125,Holding Capacity (lbs),4000
1%20(409),110125,Tooling Body Style,Threaded Body W/ Base (Manifold Mount)
1%20(41),100154,Type,Remote_Mounted_Control_Valve
1%20(41),100154,Actuation Type,Manual
1%20(41),100154,Max Operating Pressure (psi),5000
1%20(410),110134,Holding Capacity (lbs),1300
1%20(410),110134,Tooling Body Style,Threaded Body W/ Base
1%20(411),110135,Holding Capacity (lbs),7500
1%20(411),110135,Tooling Body Style,"Block Style, Conventional Mount"
1%20(412),110136,Holding Capacity (lbs),7500
1%20(412),110136,Tooling Body Style,"Block Style, Conventional Mount"
1%20(413),110139,Holding Capacity (lbs),4000
1%20(413),110139,Tooling Body Style,Threaded Body
1%20(414),110140,Holding Capacity (lbs),4000
1%20(414),110140,Tooling Body Style,Threaded Body W/ Base
1%20(415),110141,Holding Capacity (lbs),4000
1%20(415),110141,Tooling Body Style,Threaded Body
1%20(416),110142,Holding Capacity (lbs),4000
1%20(416),110142,Tooling Body Style,Threaded Body W/ Base
1%20(417),500028,Holding Capacity (lbs),4000
1%20(418),500035,Holding Capacity (lbs),4000
1%20(419),500036,Holding Capacity (lbs),4000
1%20(42),100969,Type,Remote_Mounted_Control_Valve
1%20(42),100969,Actuation Type,Manual
1%20(42),100969,Max Operating Pressure (psi),5000
1%20(420),100236,Product Specification,"Ansi Accuracy 1.6%, Liquid Filled Case, 100 psi Graduation"
1%20(420),100236,Max Operating Pressure (psi),6000
1%20(420),100236,Body Diameter (in),2.625
1%20(421),100238,Product Specification,"Ansi Accuracy 2.00%, Dry Case, 100 psi Graduation"
1%20(421),100238,Max Operating Pressure (psi),5000
1%20(421),100238,Body Diameter (in),2.625
1%20(422),100878,Product Specification,"Ansi Accuracy 2.00%, Liquid Filled Case, 50 psi Graduation"
1%20(422),100878,Max Operating Pressure (psi),2000
1%20(422),100878,Body Diameter (in),2.64
1%20(423),100917,Product Specification,"Ansi Accuracy 1.6%, Liquid Filled Case, 1000 psi Graduation"
1%20(423),100917,Max Operating Pressure (psi),6000
1%20(423),100917,Body Diameter (in),1.77
1%20(424),100232,Product Specification,"One Circuit , Max Oil Pressure 3000, Max Speed 250, 2 Ports"
1%20(424),100232,Max Operating Pressure (psi),150
1%20(424),100232,Body Diameter (in),1.5
1%20(425),100233,Product Specification,"Two Circuits, Max Oil Pressure 3000, Max Speed 250, 4 Ports"
1%20(425),100233,Max Operating Pressure (psi),150
1%20(425),100233,Body Diameter (in),2.75
1%20(427),213896,Product Specification,"Includes 107 cu in (102 cu in usable) metal reservoir, plus gasket and fasterners needed to replace the plastic reservoir on pump nos."
1%20(428),260205,Product Specification,Includes 2.5 gal (375 cu in usable) metal reservoir with a gasket and all the hardware needed to replace the plastic reservoir on pump nos.
1%20(429),350431,Product Specification,Combination fluid level/temperature gauge allows visual inspection of the hytec pump hydraulic fluid level
1%20(43),100970,Type,Remote_Mounted_Control_Valve
1%20(43),100970,Actuation Type,Manual
1%20(43),100970,Max Operating Pressure (psi),5000
1%20(431),100845,Product Specification,"Filtration (Nominal/Absolute) 10/- Micron, Outlet Port 1/4 NPTF"
1%20(431),100845,Type,Inlet port size = 1/4 NPTF
1%20(431),100845,Outside Diameter (in),2.125
1%20(432),100857,Product Specification,"Filtration (Nominal/Absolute)10/25 Micron, Outlet Port 1/4 NPTF"
1%20(432),100857,Type,Inlet port size = 1/4 NPTF
1%20(432),100857,Max Operating Pressure (psi),5000
1%20(432),100857,Outside Diameter (in),1.38
1%20(433),100919,Product Specification,"Filtration (Nominal/Absolute)10/25 Micron, Outlet Port 7/16-20 UNF SAE-4"
1%20(433),100919,Type,Inlet port size = 7/16-20 UNF SAE-4
1%20(433),100919,Max Operating Pressure (psi),5000
1%20(433),100919,Outside Diameter (in),1.38
1%20(434),9614,Product Specification,4 Ports
1%20(434),9614,Port Thread Size,1/4 NPTF
1%20(434),9614,Max Operating Pressure (psi),5000
1%20(434),9614,Depth (in),1.25
1%20(435),36105,Product Specification,7 Ports
1%20(435),36105,Port Thread Size,1/4 NPTF
1%20(435),36105,Max Operating Pressure (psi),5000
1%20(435),36105,Depth (in),1
1%20(436),100941,Product Specification,7 Ports
1%20(436),100941,Port Thread Size,7/16-20 UNF SAE-4
1%20(436),100941,Max Operating Pressure (psi),5000
1%20(436),100941,Depth (in),1
1%20(437),100944,Product Specification,4 Ports
1%20(437),100944,Port Thread Size,9/16-18 UNF SAE-6
1%20(437),100944,Max Operating Pressure (psi),5000
1%20(437),100944,Depth (in),1.25
1%20(438),100265,Product Specification,Coupling Type = General Purpose - Assembly
1%20(438),100265,Max Operating Pressure (psi),5000
1%20(439),100266,Product Specification,Coupling Type = General Purpose - Male Body
1%20(439),100266,Max Operating Pressure (psi),5000
1%20(44),100971,Type,Manifold_Mounted_Control_Valve
1%20(44),100971,Actuation Type,Manual
1%20(44),100971,Max Operating Pressure (psi),5000
1%20(440),100267,Product Specification,Coupling Type = General Purpose - Female Insert
1%20(440),100267,Max Operating Pressure (psi),5000
1%20(441),100907,Product Specification,Coupling Type = High Flow - Male Body
1%20(441),100907,Max Operating Pressure (psi),5000
1%20(442),100908,Product Specification,Coupling Type = High Flow - Female Insert
1%20(442),100908,Max Operating Pressure (psi),5000
1%20(443),100909,Product Specification,Coupling Type = High Flow - Assembly
1%20(443),100909,Max Operating Pressure (psi),5000
1%20(444),9190,Hose Length (ft),50
1%20(444),9190,Type,Tubing
1%20(444),9190,Outside Diameter (in),0.375
1%20(444),9190,Inside Diameter (in),0.245
1%20(445),9636,Product Specification,"Color (ASTM) = 2, Flash Point 400 F, Hydraulic Oil, Grade (ASTM) 215 Pour Point (deg F)= -30"
1%20(445),9636,Type,Hydraulic_Fluid
1%20(445),9636,Size (gal),0.25
1%20(446),9637,Product Specification,"Color (ASTM) = 2, Flash Point 400 F, Hydraulic Oil, Grade (ASTM) 215 Pour Point (deg F)= -30"
1%20(446),9637,Type,Hydraulic_Fluid
1%20(446),9637,Size (gal),1
1%20(447),9638,Product Specification,"Color (ASTM) = 2, Flash Point 400 F, Hydraulic Oil, Grade (ASTM) 215 Pour Point (deg F)= -30"
1%20(447),9638,Type,Hydraulic_Fluid
1%20(447),9638,Size (gal),2.5
1%20(448),9639,Product Specification,"Color (ASTM) = Light Amber, Flash Point 500 F, Flame-Out Fir Resistant, Grade (ASTM) 220 Pour Point (deg F)= -15"
1%20(448),9639,Type,Hydraulic_Fluid
1%20(448),9639,Size (gal),1
1%20(449),9645,Product Specification,"Color (ASTM) = 2, Flash Point 400 F, Environmentally Friendly Pour Point (deg F)= -22"
1%20(449),9645,Type,Hydraulic_Fluid
1%20(449),9645,Size (gal),1
1%20(45),100972,Product Specification,Valve Sub-Plate Manifold
1%20(450),9646,Product Specification,"Color (ASTM) = 2, Flash Point 400 F, Environmentally Friendly Pour Point (deg F)= -22"
1%20(450),9646,Type,Hydraulic_Fluid
1%20(450),9646,Size (gal),2.5
